"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
Ca9-22,HNSC,aero_digestive_tract,head_and_neck,1.522862,0.692385
TE-11,ESCA,aero_digestive_tract,oesophagus,1.563284,0.706482
H3255,LUAD,lung,lung_NSCLC_adenocarcinoma,1.587533,0.660144
Calu-3,LUAD,lung,lung_NSCLC_adenocarcinoma,1.596215,0.666682
PC-14,LUAD,lung,lung_NSCLC_adenocarcinoma,1.646952,0.692812
EMC-BAC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,1.738527,0.700007
SCC90,HNSC,aero_digestive_tract,head_and_neck,1.766264,0.688168
EFM-192A,BRCA,breast,breast,1.917558,0.711421
OVMIU,OV,urogenital_system,ovary,1.938184,0.677566
PC-3_[JPC-3],LUAD,lung,lung_NSCLC_adenocarcinoma,1.960130,0.691482
A431,UNCLASSIFIED,skin,skin_other,2.066954,0.718945
SUP-B8,UNCLASSIFIED,blood,B_cell_leukemia,2.086558,0.762603
A388,UNCLASSIFIED,skin,skin_other,2.151014,0.718250
CAL-27,HNSC,aero_digestive_tract,head_and_neck,2.156858,0.723331
DOK,HNSC,aero_digestive_tract,head_and_neck,2.211028,0.718780
FADU,HNSC,aero_digestive_tract,head_and_neck,2.224041,0.737740
SAT,HNSC,aero_digestive_tract,head_and_neck,2.285639,0.716750
PCI-6A,HNSC,aero_digestive_tract,head_and_neck,2.315411,0.742841
OCUB-M,BRCA,breast,breast,2.379358,0.756256
TE-12,ESCA,aero_digestive_tract,oesophagus,2.386144,0.711459
ESO26,ESCA,aero_digestive_tract,oesophagus,2.497649,0.742284
RERF-LC-Sq1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,2.517964,0.736313
HO-1-u-1,HNSC,aero_digestive_tract,head_and_neck,2.523400,0.743653
TE-6,ESCA,aero_digestive_tract,oesophagus,2.614975,0.729166
KP-N-RT-BM-1,NB,nervous_system,neuroblastoma,2.618109,0.752231
UACC-812,BRCA,breast,breast,2.770597,0.737959
JHU-011,HNSC,aero_digestive_tract,head_and_neck,2.772513,0.762463
KYSE-150,ESCA,aero_digestive_tract,oesophagus,2.823632,0.753678
RCC-JF,KIRC,kidney,kidney,2.865059,0.759018
HDQ-P1,BRCA,breast,breast,2.917795,0.751711
DU-4475,BRCA,breast,breast,2.941849,0.801784
CAL-54,KIRC,kidney,kidney,2.988004,0.736998
HSC-3,HNSC,aero_digestive_tract,head_and_neck,3.037462,0.771858
RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,3.038427,0.798631
COR-L105,LUAD,lung,lung_NSCLC_adenocarcinoma,3.053575,0.724946
769-P,KIRC,kidney,kidney,3.058678,0.757325
SW13,ACC,kidney,adrenal_gland,3.062745,0.777211
KON,HNSC,aero_digestive_tract,head_and_neck,3.085160,0.783171
NCI-H3118,UNCLASSIFIED,aero_digestive_tract,head_and_neck,3.094186,0.752758
JHOS-4,OV,urogenital_system,ovary,3.105893,0.764930
HCC-827,LUAD,lung,lung_NSCLC_adenocarcinoma,3.122756,0.729454
Detroit562,HNSC,aero_digestive_tract,head_and_neck,3.125040,0.774690
KYSE-220,ESCA,aero_digestive_tract,oesophagus,3.126108,0.764138
KYSE-520,ESCA,aero_digestive_tract,oesophagus,3.133319,0.720669
NCI-H322M,LUAD,lung,lung_NSCLC_adenocarcinoma,3.173727,0.745182
SW48,COREAD,digestive_system,large_intestine,3.200057,0.752387
NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,3.261824,0.720512
T-T,ESCA,aero_digestive_tract,oesophagus,3.271853,0.783115
MDA-MB-453,BRCA,breast,breast,3.308262,0.772036
KOSC-2,HNSC,aero_digestive_tract,head_and_neck,3.349641,0.788567
HCC1419,BRCA,breast,breast,3.453995,0.790611
BV-173,LCML,blood,chronic_myeloid_leukaemia,3.524448,0.803480
TALL-1,ALL,blood,lymphoblastic_T_cell_leukaemia,3.527608,0.801565
HSC-2,HNSC,aero_digestive_tract,head_and_neck,3.543175,0.793602
CAL-33,HNSC,aero_digestive_tract,head_and_neck,3.548456,0.784938
KMS-11,MM,blood,myeloma,3.594522,0.801100
OE21,ESCA,aero_digestive_tract,oesophagus,3.619920,0.768511
Hep3B2-1-7,LIHC,digestive_system,liver,3.650723,0.806092
MDA-MB-468,BRCA,breast,breast,3.703527,0.781208
HO-1-N-1,HNSC,aero_digestive_tract,head_and_neck,3.758092,0.799387
NUGC-3,STAD,digestive_system,stomach,3.829549,0.770227
LS-513,COREAD,digestive_system,large_intestine,3.943511,0.782294
OMC-1,CESC,urogenital_system,cervix,4.043424,0.783226
SU-DHL-5,DLBC,blood,B_cell_lymphoma,4.071105,0.858329
OACp4C,ESCA,aero_digestive_tract,oesophagus,4.079930,0.792817
HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,4.097251,0.818646
HT55,COREAD,digestive_system,large_intestine,4.118107,0.775951
SCC-9,HNSC,aero_digestive_tract,head_and_neck,4.180366,0.786949
SU-DHL-10,DLBC,blood,B_cell_lymphoma,4.246961,0.853232
JVM-3,CLL,blood,lymphoid_neoplasm_other,4.406443,0.820105
ALL-PO,ALL,blood,lymphoblastic_leukemia,4.432985,0.844453
BC-3,DLBC,blood,B_cell_lymphoma,4.451026,0.858994
KARPAS-45,ALL,blood,lymphoblastic_leukemia,4.473231,0.846057
OVCA433,OV,urogenital_system,ovary,4.515613,0.779185
NCI-H358,LUAD,lung,lung_NSCLC_adenocarcinoma,4.533071,0.759320
LC4-1,ALL,blood,lymphoblastic_leukemia,4.540426,0.840714
HGC-27,STAD,digestive_system,stomach,4.638231,0.827620
KYSE-140,ESCA,aero_digestive_tract,oesophagus,4.661000,0.807672
IST-SL1,SCLC,lung,lung_small_cell_carcinoma,4.689105,0.848581
MZ7-mel,SKCM,skin,melanoma,4.815418,0.812762
ETK-1,UNCLASSIFIED,digestive_system,biliary_tract,4.871425,0.802896
SU-DHL-6,DLBC,blood,B_cell_lymphoma,4.877519,0.865014
HT-115,COREAD,digestive_system,large_intestine,4.884960,0.822928
RCC10RGB,KIRC,kidney,kidney,4.889830,0.742071
OSC-19,HNSC,aero_digestive_tract,head_and_neck,4.937168,0.815502
AMO-1,MM,blood,haematopoietic_neoplasm_other,4.937575,0.850129
G-MEL,SKCM,skin,melanoma,4.939578,0.847001
PA-1,UNCLASSIFIED,urogenital_system,ovary,5.017124,0.821952
RCC-MF,KIRC,kidney,kidney,5.019683,0.817385
CAKI-1,KIRC,kidney,kidney,5.029345,0.766078
TGBC24TKB,UNCLASSIFIED,digestive_system,biliary_tract,5.030509,0.789678
SIG-M5,LAML,blood,acute_myeloid_leukaemia,5.076629,0.881930
WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,5.082297,0.842334
ECC10,UNCLASSIFIED,digestive_system,stomach,5.139450,0.839733
MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,5.144713,0.854837
HSC-39,STAD,digestive_system,stomach,5.196932,0.868248
PCI-4B,HNSC,aero_digestive_tract,head_and_neck,5.214111,0.818322
MC116,DLBC,blood,B_cell_lymphoma,5.223789,0.879843
HCC-366,UNCLASSIFIED,lung,lung_NSCLC_not_specified,5.272291,0.791819
786-0,KIRC,kidney,kidney,5.273584,0.811864
RERF-LC-MS,LUAD,lung,lung_NSCLC_adenocarcinoma,5.358171,0.828062
OV-17R,OV,urogenital_system,ovary,5.393564,0.812404
MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,5.409735,0.888650
697,UNCLASSIFIED,blood,lymphoblastic_leukemia,5.417834,0.868969
DOHH-2,DLBC,blood,B_cell_lymphoma,5.526354,0.906600
KE-37,ALL,blood,lymphoblastic_leukemia,5.534494,0.875920
KYSE-450,ESCA,aero_digestive_tract,oesophagus,5.591751,0.809493
HARA,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,5.615644,0.821084
NCI-H446,SCLC,lung,lung_small_cell_carcinoma,5.635902,0.834009
NCI-H1869,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,5.660547,0.796661
BB65-RCC,KIRC,kidney,kidney,5.691123,0.831010
EVSA-T,BRCA,breast,breast,5.710634,0.854809
HCC1954,BRCA,breast,breast,5.741107,0.839597
GR-ST,ALL,blood,lymphoblastic_leukemia,5.756567,0.812769
NK-92MI,UNCLASSIFIED,blood,lymphoid_neoplasm_other,5.777347,0.888171
CHP-134,NB,nervous_system,neuroblastoma,5.783683,0.845226
COLO-824,BRCA,breast,breast,5.871794,0.824228
BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,5.877448,0.904578
P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,5.896672,0.897169
JAR,UNCLASSIFIED,urogenital_system,urogenital_system_other,5.906428,0.853448
KELLY,NB,nervous_system,neuroblastoma,5.925256,0.865325
NCI-H2171,SCLC,lung,lung_small_cell_carcinoma,5.998766,0.882082
BFTC-909,KIRC,kidney,kidney,6.009234,0.836668
P12-ICHIKAWA,ALL,blood,lymphoblastic_T_cell_leukaemia,6.059886,0.872417
SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,6.081268,0.882970
KMS-12-BM,MM,blood,myeloma,6.096440,0.880287
IM-9,MM,blood,myeloma,6.154284,0.874990
U-698-M,UNCLASSIFIED,blood,B_cell_leukemia,6.179011,0.860824
NB13,NB,nervous_system,neuroblastoma,6.254231,0.852153
BE-13,ALL,blood,lymphoblastic_leukemia,6.268552,0.849937
A3-KAW,DLBC,blood,B_cell_lymphoma,6.286676,0.883530
KYSE-410,ESCA,aero_digestive_tract,oesophagus,6.312454,0.779858
ALL-SIL,ALL,blood,T_cell_leukemia,6.316550,0.875865
NB(TU)1-10,NB,nervous_system,neuroblastoma,6.336209,0.844295
DND-41,ALL,blood,T_cell_leukemia,6.343589,0.888512
SAS,HNSC,aero_digestive_tract,head_and_neck,6.353845,0.829756
RCC-JW,KIRC,kidney,kidney,6.366145,0.814261
UWB1.289,OV,urogenital_system,ovary,6.374391,0.812837
HCC1806,UNCLASSIFIED,breast,breast,6.379760,0.858702
NCI-H2110,UNCLASSIFIED,lung,lung_NSCLC_not_specified,6.412195,0.848062
Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,6.427327,0.898996
OACM5-1,ESCA,aero_digestive_tract,oesophagus,6.524259,0.816331
A549,LUAD,lung,lung_NSCLC_adenocarcinoma,6.525114,0.817849
SK-N-DZ,NB,nervous_system,neuroblastoma,6.576800,0.855311
COR-L303,SCLC,lung,lung_small_cell_carcinoma,6.686682,0.862177
CRO-AP2,DLBC,blood,B_cell_lymphoma,6.695256,0.884960
CHL-1,SKCM,skin,melanoma,6.703124,0.834294
SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,6.763449,0.910937
HT-144,SKCM,skin,melanoma,6.763954,0.843459
NCC010,KIRC,kidney,kidney,6.789825,0.855232
CAL-12T,UNCLASSIFIED,lung,lung_NSCLC_not_specified,6.822056,0.837131
EPLC-272H,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,6.823377,0.826165
KARPAS-422,DLBC,blood,B_cell_lymphoma,6.871531,0.847871
ARH-77,MM,blood,myeloma,6.879431,0.869365
SNU-16,STAD,digestive_system,stomach,6.886487,0.878173
IGR-1,SKCM,skin,melanoma,6.913384,0.853923
SU-DHL-16,DLBC,blood,B_cell_lymphoma,6.958605,0.906908
D-283MED,MB,nervous_system,medulloblastoma,7.017343,0.868993
NCI-H2030,LUAD,lung,lung_NSCLC_adenocarcinoma,7.075829,0.813457
5637,BLCA,urogenital_system,bladder,7.104684,0.833130
DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,7.141932,0.894246
DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,7.184517,0.860016
YT,ALL,blood,lymphoid_neoplasm_other,7.185638,0.881782
SW954,UNCLASSIFIED,urogenital_system,urogenital_system_other,7.205035,0.859748
A4-Fuk,DLBC,blood,B_cell_lymphoma,7.216279,0.873720
8-MG-BA,GBM,nervous_system,glioma,7.228558,0.864640
SW156,KIRC,kidney,kidney,7.229792,0.825680
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,7.313476,0.853024
A2058,SKCM,skin,melanoma,7.321520,0.869247
KOPN-8,UNCLASSIFIED,blood,B_cell_leukemia,7.332658,0.874248
HCC1569,BRCA,breast,breast,7.339939,0.843716
DMS-273,SCLC,lung,lung_small_cell_carcinoma,7.341335,0.848977
MEL-HO,SKCM,skin,melanoma,7.366340,0.845567
BC-1,DLBC,blood,B_cell_lymphoma,7.375081,0.889237
COR-L279,SCLC,lung,lung_small_cell_carcinoma,7.422090,0.869650
EKVX,LUAD,lung,lung_NSCLC_adenocarcinoma,7.474361,0.786481
NCI-H2122,LUAD,lung,lung_NSCLC_adenocarcinoma,7.504835,0.868107
G-361,SKCM,skin,melanoma,7.534645,0.847650
ACHN,KIRC,kidney,kidney,7.540536,0.812956
NCI-H211,SCLC,lung,lung_small_cell_carcinoma,7.553250,0.874431
HCC1143,BRCA,breast,breast,7.557623,0.826852
SU-DHL-4,DLBC,blood,B_cell_lymphoma,7.562712,0.900024
Farage,DLBC,blood,B_cell_lymphoma,7.566925,0.896849
L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,7.632018,0.870164
NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,7.641136,0.881526
KP-N-YS,NB,nervous_system,neuroblastoma,7.694264,0.875615
LB1047-RCC,KIRC,kidney,kidney,7.707308,0.822788
Daudi,UNCLASSIFIED,blood,Burkitt_lymphoma,7.713622,0.890218
D-566MG,GBM,nervous_system,glioma,7.728630,0.876614
ESS-1,UNCLASSIFIED,urogenital_system,endometrium,7.765383,0.873827
VMRC-RCW,KIRC,kidney,kidney,7.801577,0.799086
H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,7.808704,0.906951
PF-382,ALL,blood,lymphoblastic_T_cell_leukaemia,7.815020,0.876871
EB-3,UNCLASSIFIED,blood,Burkitt_lymphoma,7.849720,0.848278
OC-314,OV,urogenital_system,ovary,7.869899,0.870462
HCT-15,COREAD,digestive_system,large_intestine,7.888429,0.853136
A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,7.925031,0.871098
MKN7,STAD,digestive_system,stomach,7.939710,0.810981
CW-2,COREAD,digestive_system,large_intestine,7.946378,0.861613
JIMT-1,BRCA,breast,breast,8.008582,0.861581
EW-7,UNCLASSIFIED,bone,ewings_sarcoma,8.028972,0.875724
Ca-Ski,CESC,urogenital_system,cervix,8.124980,0.848157
MOLM-16,LAML,blood,acute_myeloid_leukaemia,8.164711,0.893916
NCI-H1781,LUAD,lung,lung_NSCLC_adenocarcinoma,8.166347,0.835549
NB14,NB,nervous_system,neuroblastoma,8.244802,0.888716
CCRF-CEM,ALL,blood,lymphoblastic_leukemia,8.275438,0.915538
LN-18,GBM,nervous_system,glioma,8.303062,0.858341
KYSE-270,ESCA,aero_digestive_tract,oesophagus,8.303930,0.859816
CAL-29,BLCA,urogenital_system,bladder,8.312001,0.863277
OCI-LY7,DLBC,blood,B_cell_lymphoma,8.338835,0.913918
NOS-1,UNCLASSIFIED,bone,osteosarcoma,8.363741,0.870419
SNU-175,COREAD,digestive_system,large_intestine,8.366565,0.860498
HCC1395,BRCA,breast,breast,8.529403,0.846323
ME-180,CESC,urogenital_system,cervix,8.665477,0.852553
MV-4-11,UNCLASSIFIED,blood,leukemia,8.780151,0.919182
ES8,UNCLASSIFIED,bone,ewings_sarcoma,8.782137,0.896906
BT-20,BRCA,breast,breast,8.876505,0.887142
JVM-2,CLL,blood,lymphoid_neoplasm_other,8.917182,0.858340
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,8.942612,0.840994
SW1463,COREAD,digestive_system,large_intestine,8.991870,0.849192
KYSE-50,ESCA,aero_digestive_tract,oesophagus,9.028810,0.871638
HT-29,COREAD,digestive_system,large_intestine,9.060347,0.842619
D-423MG,GBM,nervous_system,glioma,9.063674,0.870397
MZ2-MEL,SKCM,skin,melanoma,9.070355,0.861979
HCC2998,COREAD,digestive_system,large_intestine,9.073019,0.880903
NB69,NB,nervous_system,neuroblastoma,9.126990,0.857645
A101D,SKCM,skin,melanoma,9.234896,0.845646
BHT-101,THCA,thyroid,thyroid,9.388632,0.865062
K-562,LCML,blood,chronic_myeloid_leukaemia,9.390400,0.878937
LB996-RCC,KIRC,kidney,kidney,9.409756,0.838608
EW-1,UNCLASSIFIED,bone,ewings_sarcoma,9.417298,0.888133
OCI-M1,LAML,blood,acute_myeloid_leukaemia,9.426552,0.911059
NB4,LAML,blood,acute_myeloid_leukaemia,9.474712,0.927804
Hs-683,LGG,nervous_system,glioma,9.476823,0.874750
RCH-ACV,UNCLASSIFIED,blood,B_cell_leukemia,9.478636,0.916815
A704,KIRC,kidney,kidney,9.500896,0.856431
SNU-407,COREAD,digestive_system,large_intestine,9.513548,0.851668
MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,9.610679,0.890119
NB17,NB,nervous_system,neuroblastoma,9.631130,0.896901
Caov-4,OV,urogenital_system,ovary,9.744061,0.838314
RMG-I,UNCLASSIFIED,urogenital_system,ovary,9.807434,0.768128
MS-1,SCLC,lung,lung_small_cell_carcinoma,9.870788,0.898700
SU-DHL-1,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,9.922076,0.890516
DoTc2-4510,CESC,urogenital_system,cervix,9.962814,0.854340
A2780,UNCLASSIFIED,urogenital_system,ovary,10.091868,0.859572
ML-2,LAML,blood,acute_myeloid_leukaemia,10.160309,0.911045
EFO-27,UNCLASSIFIED,urogenital_system,ovary,10.171992,0.838442
IST-SL2,SCLC,lung,lung_small_cell_carcinoma,10.209659,0.870164
ATN-1,ALL,blood,lymphoblastic_T_cell_leukaemia,10.212106,0.918021
KM-H2,UNCLASSIFIED,blood,Hodgkin_lymphoma,10.235465,0.904654
SK-MES-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,10.255744,0.856595
TE-1,ESCA,aero_digestive_tract,oesophagus,10.338157,0.844213
JJN-3,MM,blood,haematopoietic_neoplasm_other,10.339068,0.920433
D-336MG,LGG,nervous_system,glioma,10.373782,0.865318
KASUMI-1,LAML,blood,acute_myeloid_leukaemia,10.391725,0.919362
RH-41,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,10.401788,0.902122
MCF7,BRCA,breast,breast,10.404800,0.843757
NU-DUL-1,DLBC,blood,B_cell_lymphoma,10.412952,0.919552
C-4-I,CESC,urogenital_system,cervix,10.452203,0.890914
RPMI-7951,SKCM,skin,melanoma,10.516623,0.887221
OVCAR-8,OV,urogenital_system,ovary,10.567522,0.897754
NCI-H1963,SCLC,lung,lung_small_cell_carcinoma,10.639879,0.888213
WSU-DLCL2,DLBC,blood,B_cell_lymphoma,10.640594,0.924195
MDA-MB-415,BRCA,breast,breast,10.670223,0.893912
L-540,UNCLASSIFIED,blood,Hodgkin_lymphoma,10.720037,0.910109
NCI-H747,COREAD,digestive_system,large_intestine,10.727298,0.818196
KARPAS-1106P,DLBC,blood,B_cell_lymphoma,10.744524,0.911016
U031,KIRC,kidney,kidney,10.785217,0.875831
BICR22,HNSC,aero_digestive_tract,head_and_neck,10.807708,0.886465
MC-IXC,NB,nervous_system,neuroblastoma,10.937598,0.903617
TC-YIK,UNCLASSIFIED,urogenital_system,cervix,11.010419,0.896284
MOLM-13,LAML,blood,acute_myeloid_leukaemia,11.025045,0.933173
HT,DLBC,blood,B_cell_lymphoma,11.045117,0.856921
SF126,GBM,nervous_system,glioma,11.077975,0.885958
CML-T1,LCML,blood,chronic_myeloid_leukaemia,11.124235,0.925484
BHY,HNSC,aero_digestive_tract,head_and_neck,11.133746,0.864530
HA7-RCC,KIRC,kidney,kidney,11.173707,0.863703
A498,KIRC,kidney,kidney,11.177526,0.847893
KMH-2,THCA,thyroid,thyroid,11.233016,0.904555
ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,11.266397,0.908315
RCC-ER,KIRC,kidney,kidney,11.267277,0.881484
GOTO,NB,nervous_system,neuroblastoma,11.314161,0.878257
SK-MEL-24,SKCM,skin,melanoma,11.349302,0.847558
L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,11.349419,0.914949
JEKO-1,DLBC,blood,B_cell_lymphoma,11.430382,0.917210
SCC-3,DLBC,blood,B_cell_lymphoma,11.435907,0.930239
ES7,UNCLASSIFIED,bone,ewings_sarcoma,11.443118,0.894294
OPM-2,MM,blood,myeloma,11.469317,0.924596
SCC-15,HNSC,aero_digestive_tract,head_and_neck,11.505512,0.863031
JHH-1,LIHC,digestive_system,liver,11.551391,0.861572
NCI-H1437,LUAD,lung,lung_NSCLC_adenocarcinoma,11.570516,0.880013
COR-L321,UNCLASSIFIED,lung,lung_other,11.574796,0.902777
OE33,ESCA,aero_digestive_tract,oesophagus,11.577298,0.846722
NCI-H290,MESO,lung,mesothelioma,11.588451,0.882324
CAL-51,BRCA,breast,breast,11.617658,0.873760
SF539,LGG,nervous_system,glioma,11.701401,0.899592
RCC-FG2,KIRC,kidney,kidney,11.721984,0.871140
BEN,UNCLASSIFIED,lung,lung_NSCLC_not_specified,11.921813,0.844588
SK-MEL-30,SKCM,skin,melanoma,11.972414,0.875320
KYM-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,11.982772,0.901163
IPC-298,SKCM,skin,melanoma,12.074668,0.882363
KYSE-180,ESCA,aero_digestive_tract,oesophagus,12.131101,0.908689
MOLP-8,MM,blood,myeloma,12.157555,0.914753
C-33-A,CESC,urogenital_system,cervix,12.159764,0.883899
SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,12.207233,0.910428
NCI-H2795,MESO,lung,mesothelioma,12.225558,0.875478
PE-CA-PJ15,HNSC,aero_digestive_tract,head_and_neck,12.329535,0.879760
SK-MEL-31,SKCM,skin,melanoma,12.347572,0.857276
HuO9,UNCLASSIFIED,bone,osteosarcoma,12.369133,0.898327
NCI-H82,SCLC,lung,lung_small_cell_carcinoma,12.376346,0.912830
LOXIMVI,SKCM,skin,melanoma,12.433910,0.889060
RPMI-8226,MM,blood,myeloma,12.522160,0.925481
Jurkat,ALL,blood,T_cell_leukemia,12.530102,0.927931
MOLT-4,ALL,blood,lymphoblastic_leukemia,12.566940,0.935229
HEL,LAML,blood,acute_myeloid_leukaemia,12.577686,0.942727
MHH-CALL-4,-,blood,B_cell_leukemia,12.633509,0.903663
ES1,UNCLASSIFIED,bone,ewings_sarcoma,12.672951,0.905326
CTB-1,DLBC,blood,B_cell_lymphoma,12.715907,0.869428
NCI-H146,SCLC,lung,lung_small_cell_carcinoma,12.798650,0.887514
RH-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,12.818361,0.934929
HMV-II,SKCM,skin,melanoma,12.873940,0.857958
IMR-5,NB,nervous_system,neuroblastoma,12.878866,0.934365
KMRC-20,KIRC,kidney,kidney,12.931615,0.871762
EW-12,UNCLASSIFIED,bone,ewings_sarcoma,12.937956,0.917430
LU-135,SCLC,lung,lung_small_cell_carcinoma,12.973832,0.899344
CaR-1,COREAD,digestive_system,large_intestine,12.995436,0.882040
LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,13.118112,0.875010
VAL,DLBC,blood,B_cell_lymphoma,13.208069,0.904344
EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,13.240979,0.947708
SK-CO-1,COREAD,digestive_system,large_intestine,13.297164,0.880226
MKN1,UNCLASSIFIED,digestive_system,stomach,13.353286,0.855767
NCI-H847,SCLC,lung,lung_small_cell_carcinoma,13.383100,0.930409
GB-1,GBM,nervous_system,glioma,13.389229,0.849213
CPC-N,SCLC,lung,lung_small_cell_carcinoma,13.392824,0.907052
OVTOKO,OV,urogenital_system,ovary,13.420901,0.855049
SNU-283,-,-,-,13.466695,0.894047
COLO-320-HSR,COREAD,digestive_system,large_intestine,13.511456,0.917408
CA46,UNCLASSIFIED,blood,Burkitt_lymphoma,13.525682,0.892734
WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,13.545907,0.923463
MDA-MB-361,BRCA,breast,breast,13.603554,0.901725
HCC1599,BRCA,breast,breast,13.617509,0.864886
ES6,UNCLASSIFIED,bone,ewings_sarcoma,13.644365,0.852115
BICR78,HNSC,aero_digestive_tract,head_and_neck,13.678967,0.861757
HCC1937,BRCA,breast,breast,13.690997,0.864326
JHH-2,LIHC,digestive_system,liver,13.699995,0.870864
YKG-1,GBM,nervous_system,glioma,13.759249,0.882861
T84,COREAD,digestive_system,large_intestine,14.023925,0.888708
NCI-H2081,SCLC,lung,lung_small_cell_carcinoma,14.059871,0.883345
NB5,NB,nervous_system,neuroblastoma,14.068509,0.878170
MHH-PREB-1,UNCLASSIFIED,blood,B_cell_leukemia,14.137155,0.931304
RL95-2,UNCLASSIFIED,urogenital_system,endometrium,14.160883,0.893786
MDA-MB-231,BRCA,breast,breast,14.164047,0.895493
Hs-578-T,BRCA,breast,breast,14.226185,0.877042
NCI-H2731,MESO,lung,mesothelioma,14.227932,0.868178
Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,14.260282,0.916247
NCC021,KIRC,kidney,kidney,14.432388,0.868876
LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,14.531617,0.923770
SHP-77,SCLC,lung,lung_small_cell_carcinoma,14.547988,0.918015
GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,14.553956,0.918839
JURL-MK1,LCML,blood,chronic_myeloid_leukaemia,14.641302,0.935342
JHOS-3,OV,urogenital_system,ovary,14.658947,0.857978
