"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
SU-DHL-4,DLBC,blood,B_cell_lymphoma,1.562333,0.928069
HA7-RCC,KIRC,kidney,kidney,1.568466,0.834347
DOHH-2,DLBC,blood,B_cell_lymphoma,1.583609,0.874968
KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,1.617637,0.904799
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,1.636017,0.832508
BE-13,ALL,blood,lymphoblastic_leukemia,1.664710,0.858802
RXF393,KIRC,kidney,kidney,1.704772,0.807850
RL95-2,UNCLASSIFIED,urogenital_system,endometrium,1.776209,0.864116
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,1.812192,0.864726
SU-DHL-16,DLBC,blood,B_cell_lymphoma,1.840969,0.933084
GB-1,GBM,nervous_system,glioma,1.861167,0.852382
SK-N-DZ,NB,nervous_system,neuroblastoma,1.865742,0.847268
OS-RC-2,KIRC,kidney,kidney,1.876936,0.822048
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,1.925804,0.868728
EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,1.999493,0.885748
GDM-1,LAML,blood,acute_myeloid_leukaemia,2.040924,0.861843
C2BBe1,COREAD,digestive_system,large_intestine,2.086479,0.856347
MZ1-PC,PAAD,pancreas,pancreas,2.123954,0.858928
GCIY,STAD,digestive_system,stomach,2.169579,0.867048
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,2.171329,0.881809
NCI-H747,COREAD,digestive_system,large_intestine,2.299236,0.854083
SF126,GBM,nervous_system,glioma,2.362929,0.883717
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,2.467499,0.869134
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,2.487767,0.907172
SNB75,GBM,nervous_system,glioma,2.506303,0.850969
NB1,NB,nervous_system,neuroblastoma,2.656084,0.889174
NU-DUL-1,DLBC,blood,B_cell_lymphoma,2.678204,0.937754
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,2.707123,0.880623
Becker,GBM,nervous_system,glioma,2.720133,0.886612
HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,2.722674,0.936518
SW954,UNCLASSIFIED,urogenital_system,urogenital_system_other,2.826321,0.910225
LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,2.879450,0.903156
SH-4,SKCM,skin,melanoma,2.884626,0.857175
KINGS-1,LGG,nervous_system,glioma,2.928044,0.864910
MSTO-211H,MESO,lung,mesothelioma,2.939844,0.922694
ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,2.975497,0.919270
NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,3.064951,0.941836
ES4,UNCLASSIFIED,bone,ewings_sarcoma,3.107974,0.891599
PF-382,ALL,blood,lymphoblastic_T_cell_leukaemia,3.120027,0.926711
JURL-MK1,LCML,blood,chronic_myeloid_leukaemia,3.137568,0.904179
LC4-1,ALL,blood,lymphoblastic_leukemia,3.164906,0.892813
KNS-42,LGG,nervous_system,glioma,3.250897,0.894565
ETK-1,UNCLASSIFIED,digestive_system,biliary_tract,3.256492,0.904606
NCI-H1869,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,3.259961,0.893301
NB5,NB,nervous_system,neuroblastoma,3.453340,0.921722
GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,3.493701,0.922689
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,3.617568,0.894833
SNU-C2B,COREAD,digestive_system,large_intestine,3.672255,0.881220
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,3.714923,0.884873
UACC-812,BRCA,breast,breast,3.729890,0.911681
CGTH-W-1,THCA,thyroid,thyroid,3.756287,0.925522
NB6,NB,nervous_system,neuroblastoma,3.759266,0.894403
KM12,COREAD,digestive_system,large_intestine,3.775306,0.907218
NK-92MI,UNCLASSIFIED,blood,lymphoid_neoplasm_other,3.795369,0.942270
KU812,LCML,blood,chronic_myeloid_leukaemia,3.806990,0.931736
SKM-1,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,3.811158,0.905486
IST-MES1,MESO,lung,mesothelioma,3.817328,0.916092
NMC-G1,LGG,nervous_system,glioma,3.840244,0.895385
WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,4.000516,0.961290
697,UNCLASSIFIED,blood,lymphoblastic_leukemia,4.117048,0.958382
ARH-77,MM,blood,myeloma,4.186179,0.938499
NB7,NB,nervous_system,neuroblastoma,4.271151,0.925613
KARPAS-45,ALL,blood,lymphoblastic_leukemia,4.296768,0.957181
NCI-H524,SCLC,lung,lung_small_cell_carcinoma,4.429494,0.943323
NB10,NB,nervous_system,neuroblastoma,4.525512,0.928067
NEC8,UNCLASSIFIED,urogenital_system,testis,4.788594,0.962513
MC116,DLBC,blood,B_cell_lymphoma,4.794576,0.994625
MOLM-13,LAML,blood,acute_myeloid_leukaemia,4.829964,0.932125
KELLY,NB,nervous_system,neuroblastoma,4.894033,0.950670
MV-4-11,UNCLASSIFIED,blood,leukemia,4.953340,0.956231
A388,UNCLASSIFIED,skin,skin_other,5.025859,0.916680
NCI-H510A,SCLC,lung,lung_small_cell_carcinoma,5.115918,0.934750
RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,5.117997,0.968882
P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,5.139311,0.986791
KLE,UCEC,urogenital_system,endometrium,5.206083,0.887770
Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,5.307096,0.960882
TE-6,ESCA,aero_digestive_tract,oesophagus,5.323894,0.917990
SF268,GBM,nervous_system,glioma,5.512307,0.935309
HCC1599,BRCA,breast,breast,5.519038,0.942573
QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,5.568079,0.944514
NB13,NB,nervous_system,neuroblastoma,5.677332,0.959633
KOPN-8,UNCLASSIFIED,blood,B_cell_leukemia,5.697857,0.969626
BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,5.717372,0.988978
BE2-M17,NB,nervous_system,neuroblastoma,5.731474,0.940095
SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,5.739059,0.961537
LOXIMVI,SKCM,skin,melanoma,5.874935,0.948097
EB-3,UNCLASSIFIED,blood,Burkitt_lymphoma,5.934133,0.931356
BB65-RCC,KIRC,kidney,kidney,6.141830,0.924673
MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,6.392794,0.952091
Daudi,UNCLASSIFIED,blood,Burkitt_lymphoma,6.446847,0.964848
MPP-89,MESO,lung,mesothelioma,6.473809,0.921798
COLO-800,SKCM,skin,melanoma,6.629859,0.958098
D-247MG,GBM,nervous_system,glioma,6.685828,0.922833
RF-48,STAD,digestive_system,stomach,6.708661,0.930731
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,6.804622,0.950206
SHP-77,SCLC,lung,lung_small_cell_carcinoma,6.930610,0.970965
CTB-1,DLBC,blood,B_cell_lymphoma,6.979144,0.912285
MOLT-4,ALL,blood,lymphoblastic_leukemia,6.994303,0.977398
L-540,UNCLASSIFIED,blood,Hodgkin_lymphoma,7.091488,0.962236
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,7.134422,0.917655
PSN1,PAAD,pancreas,pancreas,7.176938,0.976413
D-283MED,MB,nervous_system,medulloblastoma,7.184777,0.967673
SNU-1,STAD,digestive_system,stomach,7.225419,0.930711
LS-123,COREAD,digestive_system,large_intestine,7.234668,0.913136
LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,7.283198,0.937961
MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,7.366224,0.982718
ES-2,UNCLASSIFIED,urogenital_system,ovary,7.406448,0.965344
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,7.450703,0.958890
SIG-M5,LAML,blood,acute_myeloid_leukaemia,7.467803,0.993327
SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,7.558700,0.953870
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,7.598502,0.957916
DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,7.671501,0.982309
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,7.705581,0.935086
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,7.730151,0.964225
IST-SL2,SCLC,lung,lung_small_cell_carcinoma,7.732941,0.947770
LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,7.817235,0.985314
P30-OHK,ALL,blood,lymphoblastic_leukemia,7.855492,0.982165
OVCAR-4,OV,urogenital_system,ovary,7.888595,0.914935
SU-DHL-1,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,7.984821,0.988246
JM1,DLBC,blood,B_cell_lymphoma,7.991070,0.981104
HCE-4,ESCA,aero_digestive_tract,oesophagus,8.004043,0.971102
CHP-126,NB,nervous_system,neuroblastoma,8.032286,0.952615
NCI-H2171,SCLC,lung,lung_small_cell_carcinoma,8.085568,0.983036
RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,8.228450,0.938210
K5,THCA,thyroid,thyroid,8.304474,0.965621
EVSA-T,BRCA,breast,breast,8.362948,0.972513
LB2518-MEL,SKCM,skin,melanoma,8.480467,0.959038
DND-41,ALL,blood,T_cell_leukemia,8.510788,0.977834
WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,8.556520,0.973537
ATN-1,ALL,blood,lymphoblastic_T_cell_leukaemia,8.562074,0.965338
EHEB,CLL,blood,lymphoid_neoplasm_other,8.613133,0.924584
GOTO,NB,nervous_system,neuroblastoma,8.748983,0.944926
MHH-PREB-1,UNCLASSIFIED,blood,B_cell_leukemia,8.800883,0.974524
JAR,UNCLASSIFIED,urogenital_system,urogenital_system_other,8.857415,0.968987
NB(TU)1-10,NB,nervous_system,neuroblastoma,8.870083,0.971942
OCI-AML2,LAML,blood,acute_myeloid_leukaemia,8.988418,0.992961
MONO-MAC-6,LAML,blood,acute_myeloid_leukaemia,9.188445,0.950929
KE-37,ALL,blood,lymphoblastic_leukemia,9.193108,0.993411
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,9.429085,0.924201
DSH1,BLCA,urogenital_system,bladder,9.443970,0.972030
SCC-3,DLBC,blood,B_cell_lymphoma,9.568638,0.993734
NCI-H64,SCLC,lung,lung_small_cell_carcinoma,9.614234,0.991218
OCUB-M,BRCA,breast,breast,9.857069,0.981407
H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,9.867235,0.973759
A3-KAW,DLBC,blood,B_cell_lymphoma,9.885749,0.990369
OCI-M1,LAML,blood,acute_myeloid_leukaemia,9.893024,0.994292
HT-144,SKCM,skin,melanoma,10.000398,0.949950
NCI-H211,SCLC,lung,lung_small_cell_carcinoma,10.022794,0.968105
TGW,NB,nervous_system,neuroblastoma,10.064300,0.983021
ES8,UNCLASSIFIED,bone,ewings_sarcoma,10.147759,0.973194
REH,UNCLASSIFIED,blood,B_cell_leukemia,10.204768,0.974290
AMO-1,MM,blood,haematopoietic_neoplasm_other,10.234702,0.985090
IST-MEL1,SKCM,skin,melanoma,10.298002,0.950160
JiyoyeP-2003,UNCLASSIFIED,blood,Burkitt_lymphoma,10.300576,0.982782
TC-71,UNCLASSIFIED,bone,ewings_sarcoma,10.601567,0.978667
NB14,NB,nervous_system,neuroblastoma,10.657279,0.978008
EJM,MM,blood,lymphoid_neoplasm_other,10.926898,0.983782
CA46,UNCLASSIFIED,blood,Burkitt_lymphoma,10.981704,0.963630
KMS-12-BM,MM,blood,myeloma,11.043814,0.989746
SU-DHL-8,DLBC,blood,B_cell_lymphoma,11.167230,0.979936
ALL-PO,ALL,blood,lymphoblastic_leukemia,11.185521,0.964576
NB4,LAML,blood,acute_myeloid_leukaemia,11.455324,0.990837
HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,11.588323,0.974746
TE-5,ESCA,aero_digestive_tract,oesophagus,11.629915,0.963473
EC-GI-10,ESCA,aero_digestive_tract,oesophagus,11.882228,0.971030
ES6,UNCLASSIFIED,bone,ewings_sarcoma,12.063891,0.953657
NCI-H446,SCLC,lung,lung_small_cell_carcinoma,12.211569,0.970511
SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,12.265324,0.991040
YT,ALL,blood,lymphoid_neoplasm_other,12.715281,0.984897
NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,12.847682,0.989950
LB831-BLC,BLCA,urogenital_system,bladder,12.886006,0.973874
KP-N-YN,NB,nervous_system,neuroblastoma,12.906923,0.951400
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,12.937550,0.964223
P31-FUJ,LAML,blood,acute_myeloid_leukaemia,12.956557,0.994766
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,13.010891,0.957602
NCI-H847,SCLC,lung,lung_small_cell_carcinoma,13.082445,0.991094
Calu-6,LUAD,lung,lung_NSCLC_adenocarcinoma,13.093562,0.962874
RH-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,13.122472,0.991063
OCI-LY-19,DLBC,blood,B_cell_lymphoma,13.126520,0.984354
SF539,LGG,nervous_system,glioma,13.131021,0.985932
KP-N-YS,NB,nervous_system,neuroblastoma,13.342240,0.967441
Hs-445,UNCLASSIFIED,blood,Hodgkin_lymphoma,13.375465,0.982830
SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,13.386903,0.982110
ES1,UNCLASSIFIED,bone,ewings_sarcoma,13.421590,0.966811
8-MG-BA,GBM,nervous_system,glioma,13.592734,0.982487
HEL,LAML,blood,acute_myeloid_leukaemia,13.637064,0.991196
RKO,COREAD,digestive_system,large_intestine,13.641337,0.981940
OCI-AML3,LAML,blood,acute_myeloid_leukaemia,13.695553,0.984257
JSC-1,DLBC,blood,B_cell_lymphoma,13.770839,0.975839
HSC-39,STAD,digestive_system,stomach,13.853467,0.990526
HCC1187,BRCA,breast,breast,13.917801,0.983732
TE-9,ESCA,aero_digestive_tract,oesophagus,13.990521,0.970760
L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,14.017068,0.987825
A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,14.080081,0.972989
OPM-2,MM,blood,myeloma,14.200957,0.992043
JJN-3,MM,blood,haematopoietic_neoplasm_other,14.277406,0.991204
L-363,MM,blood,myeloma,14.338907,0.988392
TE-441-T,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,14.378901,0.979711
BC-3,DLBC,blood,B_cell_lymphoma,14.417661,0.990088
EB2,UNCLASSIFIED,blood,Burkitt_lymphoma,14.564483,0.987107
CESS,LAML,blood,acute_myeloid_leukaemia,14.737080,0.988311
IST-SL1,SCLC,lung,lung_small_cell_carcinoma,15.076870,0.974140
HAL-01,ALL,blood,lymphoblastic_leukemia,15.152405,0.973520
KARPAS-620,MM,blood,haematopoietic_neoplasm_other,15.214713,0.989182
BC-1,DLBC,blood,B_cell_lymphoma,15.290645,0.991184
IM-9,MM,blood,myeloma,15.323319,0.991903
LP-1,MM,blood,myeloma,15.463882,0.992660
THP-1,LAML,blood,acute_myeloid_leukaemia,15.690906,0.987899
SK-N-FI,NB,nervous_system,neuroblastoma,15.700569,0.977289
VCaP,PRAD,urogenital_system,prostate,15.721318,0.978197
EW-22,UNCLASSIFIED,bone,ewings_sarcoma,15.794719,0.985041
COLO-320-HSR,COREAD,digestive_system,large_intestine,16.047909,0.984316
OCI-AML5,LAML,blood,acute_myeloid_leukaemia,16.117332,0.987135
CRO-AP2,DLBC,blood,B_cell_lymphoma,16.347395,0.988532
RL,DLBC,blood,B_cell_lymphoma,16.446115,0.982415
MOLP-8,MM,blood,myeloma,16.447390,0.986695
GI-ME-N,NB,nervous_system,neuroblastoma,16.570110,0.958569
OMC-1,CESC,urogenital_system,cervix,16.620134,0.975886
CAL-148,BRCA,breast,breast,16.639515,0.986330
EKVX,LUAD,lung,lung_NSCLC_adenocarcinoma,16.697261,0.915622
KYM-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,16.816498,0.987031
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,16.871385,0.981034
KM-H2,UNCLASSIFIED,blood,Hodgkin_lymphoma,16.926568,0.992099
ML-2,LAML,blood,acute_myeloid_leukaemia,16.970544,0.987110
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,17.021875,0.982648
U-266,MM,blood,myeloma,17.162801,0.984917
HH,UNCLASSIFIED,blood,T_cell_leukemia,17.225465,0.954888
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,17.295333,0.974856
IMR-5,NB,nervous_system,neuroblastoma,17.344776,0.989249
EW-18,UNCLASSIFIED,bone,ewings_sarcoma,17.400916,0.973879
MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,17.687296,0.986703
GRANTA-519,DLBC,blood,B_cell_lymphoma,17.713509,0.986388
RPMI-8226,MM,blood,myeloma,17.980464,0.986298
KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,18.093774,0.989444
KP-N-RT-BM-1,NB,nervous_system,neuroblastoma,18.164200,0.960785
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,18.240213,0.970802
KMOE-2,LAML,blood,acute_myeloid_leukaemia,18.337405,0.985598
TUR,DLBC,blood,B_cell_lymphoma,18.367749,0.986590
NCI-H1963,SCLC,lung,lung_small_cell_carcinoma,18.483804,0.990358
AM-38,GBM,nervous_system,glioma,18.516700,0.980533
NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,18.658753,0.985559
LAN-6,NB,nervous_system,neuroblastoma,18.740809,0.971146
WSU-DLCL2,DLBC,blood,B_cell_lymphoma,18.796602,0.991280
BALL-1,UNCLASSIFIED,blood,B_cell_leukemia,18.896170,0.981198
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,18.904353,0.989930
LB373-MEL-D,SKCM,skin,melanoma,19.045855,0.977821
NCI-H1581,UNCLASSIFIED,lung,lung_NSCLC_large_cell,19.196414,0.987697
A4-Fuk,DLBC,blood,B_cell_lymphoma,19.249080,0.981975
EW-1,UNCLASSIFIED,bone,ewings_sarcoma,19.277384,0.982076
BT-474,BRCA,breast,breast,19.295127,0.969771
no-10,LGG,nervous_system,glioma,19.701038,0.969708
MS-1,SCLC,lung,lung_small_cell_carcinoma,19.832378,0.988624
HCC-33,SCLC,lung,lung_small_cell_carcinoma,19.935126,0.985111
KG-1,LAML,blood,acute_myeloid_leukaemia,19.960678,0.987239
KASUMI-1,LAML,blood,acute_myeloid_leukaemia,19.994746,0.979613
MRK-nu-1,BRCA,breast,breast,20.296087,0.976847
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,20.301181,0.985968
EW-3,UNCLASSIFIED,bone,ewings_sarcoma,20.413382,0.971553
RS4-11,ALL,blood,leukemia,20.523550,0.985365
L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,20.657421,0.990917
SIMA,NB,nervous_system,neuroblastoma,20.665777,0.977868
NCI-H1770,UNCLASSIFIED,lung,lung_NSCLC_not_specified,21.150604,0.985508
RCC10RGB,KIRC,kidney,kidney,21.334584,0.927401
CCRF-CEM,ALL,blood,lymphoblastic_leukemia,21.442560,0.988016
GAK,SKCM,skin,melanoma,21.580698,0.988815
KY821,LAML,blood,leukemia,21.665976,0.987408
DU-4475,BRCA,breast,breast,21.667439,0.992791
Raji,UNCLASSIFIED,blood,Burkitt_lymphoma,21.848105,0.988165
LS-513,COREAD,digestive_system,large_intestine,21.879066,0.977814
UACC-257,SKCM,skin,melanoma,22.063905,0.974421
HCC2157,BRCA,breast,breast,22.228824,0.981351
NCI-H209,SCLC,lung,lung_small_cell_carcinoma,22.346236,0.974376
MDST8,COREAD,digestive_system,large_intestine,22.512386,0.984746
SUP-T1,ALL,blood,lymphoblastic_T_cell_leukaemia,22.530837,0.987060
HT,DLBC,blood,B_cell_lymphoma,22.574849,0.988144
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,22.626805,0.969205
COLO-829,SKCM,skin,melanoma,22.960181,0.959453
SJSA-1,UNCLASSIFIED,bone,bone_other,22.988450,0.972379
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,23.114779,0.987895
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,23.650530,0.985585
RPMI-8866,LCML,blood,chronic_myeloid_leukaemia,23.757740,0.989022
SBC-1,SCLC,lung,lung_small_cell_carcinoma,23.900936,0.977171
NCI-H716,COREAD,digestive_system,large_intestine,23.965731,0.974511
HCC1500,BRCA,breast,breast,24.239115,0.982780
ES7,UNCLASSIFIED,bone,ewings_sarcoma,24.272239,0.982413
DJM-1,UNCLASSIFIED,skin,skin_other,24.444193,0.986588
A101D,SKCM,skin,melanoma,24.878415,0.967863
SLVL,DLBC,blood,B_cell_lymphoma,25.317967,0.984129
KARPAS-422,DLBC,blood,B_cell_lymphoma,25.436989,0.978309
EW-11,UNCLASSIFIED,bone,ewings_sarcoma,25.748223,0.967143
COR-L88,SCLC,lung,lung_small_cell_carcinoma,25.797844,0.964448
DB,DLBC,blood,B_cell_lymphoma,25.850504,0.969523
CPC-N,SCLC,lung,lung_small_cell_carcinoma,25.991642,0.980877
NB17,NB,nervous_system,neuroblastoma,26.089627,0.974418
NCI-H748,SCLC,lung,lung_small_cell_carcinoma,26.122347,0.971503
MN-60,UNCLASSIFIED,blood,B_cell_leukemia,26.177260,0.977893
HCC2218,BRCA,breast,breast,26.585409,0.959593
SK-MEL-2,SKCM,skin,melanoma,26.617405,0.983719
NCI-H82,SCLC,lung,lung_small_cell_carcinoma,26.743688,0.979565
MZ2-MEL,SKCM,skin,melanoma,27.070059,0.978059
NCI-H1304,SCLC,lung,lung_small_cell_carcinoma,27.182623,0.982700
ONS-76,MB,nervous_system,medulloblastoma,27.216430,0.983425
LB2241-RCC,KIRC,kidney,kidney,27.626694,0.981254
MMAc-SF,SKCM,skin,melanoma,27.802561,0.982526
HL-60,LAML,blood,acute_myeloid_leukaemia,27.839414,0.990582
DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,28.198499,0.985558
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,28.766418,0.988917
MZ7-mel,SKCM,skin,melanoma,28.842938,0.984975
SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,28.993001,0.984308
MHH-NB-11,NB,nervous_system,neuroblastoma,29.237501,0.980000
NCI-H526,SCLC,lung,lung_small_cell_carcinoma,29.544545,0.986946
GR-ST,ALL,blood,lymphoblastic_leukemia,29.546697,0.968950
VAL,DLBC,blood,B_cell_lymphoma,29.705705,0.982229
HDLM-2,UNCLASSIFIED,blood,Hodgkin_lymphoma,29.740883,0.987234
NH-12,NB,nervous_system,neuroblastoma,29.774897,0.982602
NCI-H2196,SCLC,lung,lung_small_cell_carcinoma,29.785130,0.984501
ME-1,LAML,blood,acute_myeloid_leukaemia,29.894772,0.986297
COLO-684,UCEC,urogenital_system,endometrium,29.905540,0.980449
COLO-668,SCLC,lung,lung_small_cell_carcinoma,30.244922,0.986658
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,30.593690,0.968120
U-698-M,UNCLASSIFIED,blood,B_cell_leukemia,30.602319,0.982984
COLO-824,BRCA,breast,breast,30.767783,0.985245
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,31.605548,0.979960
LU-165,SCLC,lung,lung_small_cell_carcinoma,31.644308,0.977487
CP66-MEL,SKCM,skin,melanoma,31.959712,0.984180
JVM-3,CLL,blood,lymphoid_neoplasm_other,32.001021,0.984307
NOMO-1,LAML,blood,acute_myeloid_leukaemia,32.217182,0.979327
U-87-MG,GBM,nervous_system,glioma,32.673171,0.976649
CP67-MEL,SKCM,skin,melanoma,32.696381,0.950746
ES5,UNCLASSIFIED,bone,ewings_sarcoma,33.392186,0.979440
H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,33.517512,0.975689
Mo-T,UNCLASSIFIED,blood,hairy_cell_leukaemia,34.069203,0.981934
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,34.137064,0.968245
CAS-1,GBM,nervous_system,glioma,34.195554,0.972682
DMS-114,SCLC,lung,lung_small_cell_carcinoma,34.363776,0.983746
LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,34.586098,0.983213
COR-L95,SCLC,lung,lung_small_cell_carcinoma,34.696361,0.984682
no-11,LGG,nervous_system,glioma,34.719735,0.975015
SK-MM-2,MM,blood,myeloma,35.037821,0.986463
NCI-H2081,SCLC,lung,lung_small_cell_carcinoma,35.144534,0.987430
D-263MG,GBM,nervous_system,glioma,35.357257,0.983102
LS-1034,COREAD,digestive_system,large_intestine,36.101389,0.984708
NKM-1,LAML,blood,acute_myeloid_leukaemia,36.219634,0.983080
EW-13,UNCLASSIFIED,bone,ewings_sarcoma,36.326273,0.982475
PL-21,LAML,blood,acute_myeloid_leukaemia,36.354366,0.978018
JVM-2,CLL,blood,lymphoid_neoplasm_other,36.391263,0.961670
NCI-H187,SCLC,lung,lung_small_cell_carcinoma,36.717376,0.986379
