"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
SHP-77,SCLC,lung,lung_small_cell_carcinoma,4.787877,0.831208
MY-M12,ALL,blood,leukemia,4.810842,0.855301
CHP-134,NB,nervous_system,neuroblastoma,4.834410,0.828693
Farage,DLBC,blood,B_cell_lymphoma,4.848436,0.855039
MC116,DLBC,blood,B_cell_lymphoma,4.924083,0.873405
CAL-148,BRCA,breast,breast,4.924633,0.823587
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,4.964364,0.810209
Daudi,UNCLASSIFIED,blood,Burkitt_lymphoma,5.024235,0.851227
TOV-112D,OV,urogenital_system,ovary,5.025628,0.829245
OCI-LY-19,DLBC,blood,B_cell_lymphoma,5.042624,0.853059
IM-9,MM,blood,myeloma,5.047414,0.855892
L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,5.048462,0.847885
RPMI-8226,MM,blood,myeloma,5.077947,0.852171
KMH-2,THCA,thyroid,thyroid,5.093659,0.839911
AMO-1,MM,blood,haematopoietic_neoplasm_other,5.112588,0.853578
SU-DHL-16,DLBC,blood,B_cell_lymphoma,5.132116,0.876357
KP-N-YS,NB,nervous_system,neuroblastoma,5.150090,0.840337
WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,5.150577,0.843607
ML-2,LAML,blood,acute_myeloid_leukaemia,5.156921,0.853385
SK-N-DZ,NB,nervous_system,neuroblastoma,5.160192,0.833704
JEKO-1,DLBC,blood,B_cell_lymphoma,5.160777,0.851645
ARH-77,MM,blood,myeloma,5.161025,0.843421
MSTO-211H,MESO,lung,mesothelioma,5.199817,0.812331
BEN,UNCLASSIFIED,lung,lung_NSCLC_not_specified,5.200608,0.782781
OCI-M1,LAML,blood,acute_myeloid_leukaemia,5.203381,0.859218
MHH-CALL-2,UNCLASSIFIED,blood,B_cell_leukemia,5.204756,0.850107
COLO-205,COREAD,digestive_system,large_intestine,5.207820,0.805668
NCI-H1437,LUAD,lung,lung_NSCLC_adenocarcinoma,5.212750,0.817485
CHP-126,NB,nervous_system,neuroblastoma,5.220697,0.809442
Hs-445,UNCLASSIFIED,blood,Hodgkin_lymphoma,5.255419,0.839257
DMS-273,SCLC,lung,lung_small_cell_carcinoma,5.263517,0.820787
BT-474,BRCA,breast,breast,5.341844,0.782913
HuO9,UNCLASSIFIED,bone,osteosarcoma,5.342064,0.832600
PL-21,LAML,blood,acute_myeloid_leukaemia,5.353466,0.840405
NEC8,UNCLASSIFIED,urogenital_system,testis,5.359553,0.870713
TALL-1,ALL,blood,lymphoblastic_T_cell_leukaemia,5.375565,0.843286
KP-4,PAAD,pancreas,pancreas,5.381538,0.841096
CTV-1,LAML,blood,acute_myeloid_leukaemia,5.414566,0.873418
SU-DHL-6,DLBC,blood,B_cell_lymphoma,5.416968,0.875964
D-566MG,GBM,nervous_system,glioma,5.433621,0.845949
NCI-H510A,SCLC,lung,lung_small_cell_carcinoma,5.441049,0.850074
NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,5.478722,0.817528
G-361,SKCM,skin,melanoma,5.491388,0.821285
SKM-1,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,5.492363,0.863153
SLVL,DLBC,blood,B_cell_lymphoma,5.499909,0.834988
CADO-ES1,UNCLASSIFIED,bone,ewings_sarcoma,5.600107,0.846710
PA-1,UNCLASSIFIED,urogenital_system,ovary,5.605720,0.831934
MHH-PREB-1,UNCLASSIFIED,blood,B_cell_leukemia,5.611893,0.860350
8-MG-BA,GBM,nervous_system,glioma,5.620782,0.842865
IMR-5,NB,nervous_system,neuroblastoma,5.646834,0.869074
D-283MED,MB,nervous_system,medulloblastoma,5.648025,0.849874
EW-12,UNCLASSIFIED,bone,ewings_sarcoma,5.664477,0.853201
SW13,ACC,kidney,adrenal_gland,5.682906,0.837302
NCI-H1734,LUAD,lung,lung_NSCLC_adenocarcinoma,5.705185,0.854844
LN-18,GBM,nervous_system,glioma,5.716550,0.827760
GAK,SKCM,skin,melanoma,5.724247,0.830600
NCI-H1770,UNCLASSIFIED,lung,lung_NSCLC_not_specified,5.730595,0.854437
SU-DHL-1,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,5.734218,0.845919
NH-12,NB,nervous_system,neuroblastoma,5.737924,0.812830
ECC12,UNCLASSIFIED,digestive_system,stomach,5.754088,0.847896
BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,5.763714,0.902420
LC4-1,ALL,blood,lymphoblastic_leukemia,5.791348,0.864553
HAL-01,ALL,blood,lymphoblastic_leukemia,5.811982,0.863189
COR-L279,SCLC,lung,lung_small_cell_carcinoma,5.825860,0.848823
SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,5.833502,0.878959
BB65-RCC,KIRC,kidney,kidney,5.846888,0.833367
NCI-H929,MM,blood,myeloma,5.869837,0.855510
CA46,UNCLASSIFIED,blood,Burkitt_lymphoma,5.872010,0.830251
MS-1,SCLC,lung,lung_small_cell_carcinoma,5.881494,0.856292
MN-60,UNCLASSIFIED,blood,B_cell_leukemia,5.932501,0.825888
DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,5.934289,0.843726
SJRH30,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,5.980354,0.857526
CTB-1,DLBC,blood,B_cell_lymphoma,6.016147,0.813955
SU-DHL-8,DLBC,blood,B_cell_lymphoma,6.055442,0.893075
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,6.072171,0.846401
GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,6.091170,0.854216
LCLC-97TM1,UNCLASSIFIED,lung,lung_NSCLC_large_cell,6.107338,0.840352
42-MG-BA,GBM,nervous_system,glioma,6.150271,0.834253
ES5,UNCLASSIFIED,bone,ewings_sarcoma,6.152121,0.845288
YT,ALL,blood,lymphoid_neoplasm_other,6.206502,0.868905
NB13,NB,nervous_system,neuroblastoma,6.217340,0.851637
MCF7,BRCA,breast,breast,6.219318,0.805326
LAN-6,NB,nervous_system,neuroblastoma,6.224947,0.829475
MDA-MB-453,BRCA,breast,breast,6.253392,0.829997
IST-SL1,SCLC,lung,lung_small_cell_carcinoma,6.257695,0.876693
NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,6.259418,0.873301
MOLM-16,LAML,blood,acute_myeloid_leukaemia,6.294320,0.871684
TUR,DLBC,blood,B_cell_lymphoma,6.295039,0.886036
SF295,GBM,nervous_system,glioma,6.312074,0.822670
MHH-CALL-4,-,blood,B_cell_leukemia,6.318049,0.851246
WSU-DLCL2,DLBC,blood,B_cell_lymphoma,6.325323,0.881965
MFM-223,BRCA,breast,breast,6.365704,0.787440
COR-L303,SCLC,lung,lung_small_cell_carcinoma,6.392578,0.858291
NCI-H460,UNCLASSIFIED,lung,lung_NSCLC_large_cell,6.398008,0.841094
HEL,LAML,blood,acute_myeloid_leukaemia,6.423529,0.890576
NCI-H847,SCLC,lung,lung_small_cell_carcinoma,6.442578,0.875358
COLO-792,SKCM,skin,melanoma,6.463056,0.834340
BFTC-905,BLCA,urogenital_system,bladder,6.465421,0.847065
PA-TU-8988T,PAAD,pancreas,pancreas,6.482583,0.835637
JHOS-4,OV,urogenital_system,ovary,6.497492,0.832511
TC-71,UNCLASSIFIED,bone,ewings_sarcoma,6.514871,0.865838
KM12,COREAD,digestive_system,large_intestine,6.580095,0.829280
MM1S,MM,blood,myeloma,6.612327,0.888090
Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,6.624753,0.860205
Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,6.630800,0.901985
KCL-22,LCML,blood,chronic_myeloid_leukaemia,6.636508,0.869122
MOLP-8,MM,blood,myeloma,6.654035,0.868883
NB1,NB,nervous_system,neuroblastoma,6.657693,0.821411
EB2,UNCLASSIFIED,blood,Burkitt_lymphoma,6.663559,0.837701
WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,6.673815,0.870982
CAMA-1,BRCA,breast,breast,6.681629,0.848345
ME-1,LAML,blood,acute_myeloid_leukaemia,6.692347,0.860928
AN3-CA,UCEC,urogenital_system,endometrium,6.698141,0.848867
NB(TU)1-10,NB,nervous_system,neuroblastoma,6.702257,0.849042
IHH-4,THCA,thyroid,thyroid,6.704434,0.848628
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,6.709023,0.855019
HCC1500,BRCA,breast,breast,6.732415,0.853079
A704,KIRC,kidney,kidney,6.740411,0.830055
NB5,NB,nervous_system,neuroblastoma,6.801924,0.826114
SBC-5,SCLC,lung,lung_small_cell_carcinoma,6.815831,0.863935
NCI-H2029,SCLC,lung,lung_small_cell_carcinoma,6.818293,0.856068
EB-3,UNCLASSIFIED,blood,Burkitt_lymphoma,6.818841,0.837056
NCI-H1436,SCLC,lung,lung_small_cell_carcinoma,6.864486,0.852611
THP-1,LAML,blood,acute_myeloid_leukaemia,6.870935,0.857734
NCI-H524,SCLC,lung,lung_small_cell_carcinoma,6.912115,0.871428
PFSK-1,MB,nervous_system,medulloblastoma,6.915522,0.851641
NCCIT,-,urogenital_system,testis,6.924839,0.850212
ES1,UNCLASSIFIED,bone,ewings_sarcoma,6.929259,0.860534
HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,6.990908,0.867754
COR-L321,UNCLASSIFIED,lung,lung_other,6.995518,0.864672
GP5d,COREAD,digestive_system,large_intestine,7.014856,0.855949
TGW,NB,nervous_system,neuroblastoma,7.025784,0.856500
SK-N-SH,NB,nervous_system,neuroblastoma,7.044101,0.831295
NOS-1,UNCLASSIFIED,bone,osteosarcoma,7.052246,0.856759
HGC-27,STAD,digestive_system,stomach,7.061003,0.865606
SIMA,NB,nervous_system,neuroblastoma,7.092334,0.848318
ES8,UNCLASSIFIED,bone,ewings_sarcoma,7.094333,0.879531
MHH-NB-11,NB,nervous_system,neuroblastoma,7.115797,0.871897
KYM-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,7.131956,0.862447
UMC-11,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,7.144855,0.835287
HCC1419,BRCA,breast,breast,7.159854,0.857819
EW-11,UNCLASSIFIED,bone,ewings_sarcoma,7.176852,0.836413
KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,7.199703,0.873167
C-4-I,CESC,urogenital_system,cervix,7.208641,0.862459
K2,SKCM,skin,melanoma,7.241891,0.824575
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,7.274159,0.825367
VAL,DLBC,blood,B_cell_lymphoma,7.295422,0.861241
MDA-MB-231,BRCA,breast,breast,7.299270,0.848414
KYSE-50,ESCA,aero_digestive_tract,oesophagus,7.301987,0.855074
ES7,UNCLASSIFIED,bone,ewings_sarcoma,7.323353,0.860925
JVM-2,CLL,blood,lymphoid_neoplasm_other,7.323513,0.843148
D-336MG,LGG,nervous_system,glioma,7.349873,0.839521
CAL-27,HNSC,aero_digestive_tract,head_and_neck,7.358366,0.837274
Calu-6,LUAD,lung,lung_NSCLC_adenocarcinoma,7.406149,0.807738
GR-ST,ALL,blood,lymphoblastic_leukemia,7.418168,0.833363
TE-441-T,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,7.457939,0.841908
A375,SKCM,skin,melanoma,7.474463,0.846114
EW-7,UNCLASSIFIED,bone,ewings_sarcoma,7.477354,0.869985
SK-MEL-2,SKCM,skin,melanoma,7.495097,0.865168
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,7.520771,0.859106
L-363,MM,blood,myeloma,7.529522,0.902687
MDA-MB-175-VII,BRCA,breast,breast,7.537051,0.773073
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,7.577925,0.865037
AM-38,GBM,nervous_system,glioma,7.633375,0.845916
SK-MEL-5,SKCM,skin,melanoma,7.641350,0.837368
NCI-H2122,LUAD,lung,lung_NSCLC_adenocarcinoma,7.643950,0.869598
RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,7.651658,0.891152
KP-N-RT-BM-1,NB,nervous_system,neuroblastoma,7.709598,0.852303
RT4,BLCA,urogenital_system,bladder,7.715587,0.855408
SNU-398,LIHC,digestive_system,liver,7.749809,0.842017
RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,7.779009,0.856559
KARPAS-422,DLBC,blood,B_cell_lymphoma,7.846030,0.858575
SK-MEL-1,SKCM,skin,melanoma,7.848786,0.829836
RL95-2,UNCLASSIFIED,urogenital_system,endometrium,7.868309,0.852532
KARPAS-620,MM,blood,haematopoietic_neoplasm_other,7.885773,0.871630
NCI-H2795,MESO,lung,mesothelioma,7.890216,0.844024
PCI-15A,HNSC,aero_digestive_tract,head_and_neck,7.891550,0.873859
HSC-4,HNSC,aero_digestive_tract,head_and_neck,7.894398,0.856136
BB30-HNC,HNSC,aero_digestive_tract,head_and_neck,7.898529,0.882866
MES-SA,UNCLASSIFIED,urogenital_system,uterus,7.899722,0.856772
CCK-81,COREAD,digestive_system,large_intestine,7.903394,0.860487
NCI-H2369,MESO,lung,mesothelioma,7.941033,0.849314
SCC-3,DLBC,blood,B_cell_lymphoma,7.954245,0.903181
NCI-H446,SCLC,lung,lung_small_cell_carcinoma,7.954765,0.862857
RH-41,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,7.982104,0.882114
L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,7.988055,0.873822
ZR-75-30,BRCA,breast,breast,7.994070,0.800688
Hs-939-T,SKCM,skin,melanoma,8.007689,0.831590
GOTO,NB,nervous_system,neuroblastoma,8.030070,0.853246
OV-7,OV,urogenital_system,ovary,8.034611,0.853490
KYSE-140,ESCA,aero_digestive_tract,oesophagus,8.049415,0.853974
RKO,COREAD,digestive_system,large_intestine,8.058167,0.866062
A172,GBM,nervous_system,glioma,8.076688,0.843199
HCC2998,COREAD,digestive_system,large_intestine,8.080907,0.871980
SBC-1,SCLC,lung,lung_small_cell_carcinoma,8.121467,0.850367
NCI-H1341,SCLC,lung,lung_small_cell_carcinoma,8.151822,0.863887
OV-17R,OV,urogenital_system,ovary,8.213187,0.846662
UACC-812,BRCA,breast,breast,8.231243,0.830862
HT,DLBC,blood,B_cell_lymphoma,8.249400,0.835927
GRANTA-519,DLBC,blood,B_cell_lymphoma,8.299486,0.855413
KYSE-150,ESCA,aero_digestive_tract,oesophagus,8.325978,0.850162
639-V,BLCA,urogenital_system,bladder,8.327263,0.867473
SUIT-2,PAAD,pancreas,pancreas,8.343132,0.816027
MDST8,COREAD,digestive_system,large_intestine,8.416928,0.860308
H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,8.423866,0.913216
SNU-407,COREAD,digestive_system,large_intestine,8.439669,0.842836
BFTC-909,KIRC,kidney,kidney,8.446471,0.864437
A388,UNCLASSIFIED,skin,skin_other,8.448395,0.841245
HSC-3,HNSC,aero_digestive_tract,head_and_neck,8.466708,0.864810
G-401,UNCLASSIFIED,kidney,kidney,8.471136,0.834334
NCI-H1688,SCLC,lung,lung_small_cell_carcinoma,8.471368,0.886121
MOLT-4,ALL,blood,lymphoblastic_leukemia,8.481131,0.907339
SF126,GBM,nervous_system,glioma,8.495647,0.866640
SNU-175,COREAD,digestive_system,large_intestine,8.517200,0.861864
BT-20,BRCA,breast,breast,8.539913,0.884176
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,8.586349,0.869448
TGBC24TKB,UNCLASSIFIED,digestive_system,biliary_tract,8.592794,0.832191
BICR31,HNSC,aero_digestive_tract,head_and_neck,8.624005,0.887858
CW-2,COREAD,digestive_system,large_intestine,8.635681,0.868054
OVCAR-8,OV,urogenital_system,ovary,8.643369,0.882939
TE-4,ESCA,aero_digestive_tract,oesophagus,8.653522,0.879616
DAN-G,PAAD,pancreas,pancreas,8.662949,0.854698
Caov-4,OV,urogenital_system,ovary,8.675914,0.829942
HO-1-u-1,HNSC,aero_digestive_tract,head_and_neck,8.714663,0.855562
HPAC,PAAD,pancreas,pancreas,8.732051,0.799129
NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,8.781629,0.892602
ES-2,UNCLASSIFIED,urogenital_system,ovary,8.828032,0.851490
P31-FUJ,LAML,blood,acute_myeloid_leukaemia,8.835527,0.879384
U031,KIRC,kidney,kidney,8.844117,0.861480
Caov-3,OV,urogenital_system,ovary,8.968346,0.849634
MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,8.983562,0.885083
NCI-H2810,MESO,lung,mesothelioma,8.992293,0.857938
SK-MEL-30,SKCM,skin,melanoma,9.001892,0.855225
MZ7-mel,SKCM,skin,melanoma,9.008387,0.864832
LB2241-RCC,KIRC,kidney,kidney,9.031479,0.842601
LU-135,SCLC,lung,lung_small_cell_carcinoma,9.045161,0.874256
NB17,NB,nervous_system,neuroblastoma,9.067496,0.892398
EJM,MM,blood,lymphoid_neoplasm_other,9.078974,0.896112
DJM-1,UNCLASSIFIED,skin,skin_other,9.105084,0.870137
LU-134-A,SCLC,lung,lung_small_cell_carcinoma,9.127334,0.873531
LOU-NH91,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,9.138291,0.843006
SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,9.147719,0.890149
BONNA-12,-,blood,hairy_cell_leukaemia,9.162752,0.883584
HeLa,CESC,urogenital_system,cervix,9.174193,0.896090
SAS,HNSC,aero_digestive_tract,head_and_neck,9.176491,0.858592
NOMO-1,LAML,blood,acute_myeloid_leukaemia,9.208423,0.891646
EW-1,UNCLASSIFIED,bone,ewings_sarcoma,9.240111,0.886718
CHP-212,NB,nervous_system,neuroblastoma,9.242834,0.863669
NCI-H250,SCLC,lung,lung_small_cell_carcinoma,9.251058,0.834379
