"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
MEG-01,LCML,blood,chronic_myeloid_leukaemia,0.194550,0.710385
SW1463,COREAD,digestive_system,large_intestine,0.196625,0.700606
NKM-1,LAML,blood,acute_myeloid_leukaemia,0.203222,0.712639
BFTC-905,BLCA,urogenital_system,bladder,0.206351,0.714695
LOXIMVI,SKCM,skin,melanoma,0.208257,0.712900
NCI-H292,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,0.215908,0.620560
SNU-C1,COREAD,digestive_system,large_intestine,0.217418,0.701194
OV-90,OV,urogenital_system,ovary,0.218560,0.689018
MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.223119,0.734732
HCT-116,COREAD,digestive_system,large_intestine,0.225549,0.723202
KM12,COREAD,digestive_system,large_intestine,0.225801,0.715171
JSC-1,DLBC,blood,B_cell_lymphoma,0.229260,0.731778
RCM-1,COREAD,digestive_system,large_intestine,0.230405,0.698363
SK-MEL-2,SKCM,skin,melanoma,0.231288,0.727852
HTC-C3,THCA,thyroid,thyroid,0.232477,0.713082
U-266,MM,blood,myeloma,0.235098,0.717854
NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,0.236336,0.691200
LAN-6,NB,nervous_system,neuroblastoma,0.236925,0.634280
EM-2,LCML,blood,chronic_myeloid_leukaemia,0.236960,0.735517
Calu-6,LUAD,lung,lung_NSCLC_adenocarcinoma,0.237234,0.704218
GP5d,COREAD,digestive_system,large_intestine,0.237435,0.728938
Hep3B2-1-7,LIHC,digestive_system,liver,0.248169,0.737664
TALL-1,ALL,blood,lymphoblastic_T_cell_leukaemia,0.249944,0.652311
NCI-H460,UNCLASSIFIED,lung,lung_NSCLC_large_cell,0.252099,0.645838
BV-173,LCML,blood,chronic_myeloid_leukaemia,0.254185,0.740458
NCI-H1437,LUAD,lung,lung_NSCLC_adenocarcinoma,0.270639,0.651614
SW1417,COREAD,digestive_system,large_intestine,0.271633,0.681105
SK-N-AS,NB,nervous_system,neuroblastoma,0.277935,0.726859
JVM-3,CLL,blood,lymphoid_neoplasm_other,0.280864,0.747482
SW948,COREAD,digestive_system,large_intestine,0.291769,0.733482
NCI-H929,MM,blood,myeloma,0.304195,0.758620
IHH-4,THCA,thyroid,thyroid,0.311474,0.752870
LoVo,COREAD,digestive_system,large_intestine,0.316392,0.732572
JHU-022,HNSC,aero_digestive_tract,head_and_neck,0.317774,0.717313
LS-180,COREAD,digestive_system,large_intestine,0.318411,0.737037
OVCAR-5,OV,urogenital_system,ovary,0.323360,0.713508
SK-MEL-5,SKCM,skin,melanoma,0.327305,0.746313
NCI-H2795,MESO,lung,mesothelioma,0.327451,0.748566
SK-GT-4,ESCA,aero_digestive_tract,oesophagus,0.333187,0.703684
LS-1034,COREAD,digestive_system,large_intestine,0.335205,0.756963
SNU-407,COREAD,digestive_system,large_intestine,0.337932,0.747918
SK-MEL-24,SKCM,skin,melanoma,0.349006,0.741442
MIA-PaCa-2,PAAD,pancreas,pancreas,0.363877,0.762130
Hey,OV,urogenital_system,ovary,0.381184,0.747246
RERF-LC-MS,LUAD,lung,lung_NSCLC_adenocarcinoma,0.385985,0.697978
SW626,OV,urogenital_system,ovary,0.386127,0.730677
BE2-M17,NB,nervous_system,neuroblastoma,0.401090,0.769751
PCI-15A,HNSC,aero_digestive_tract,head_and_neck,0.407765,0.712112
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,0.408042,0.761552
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,0.408529,0.881102
JHU-011,HNSC,aero_digestive_tract,head_and_neck,0.414581,0.705571
Caov-4,OV,urogenital_system,ovary,0.416375,0.756570
A4-Fuk,DLBC,blood,B_cell_lymphoma,0.428224,0.791043
COLO-792,SKCM,skin,melanoma,0.428652,0.775343
NH-12,NB,nervous_system,neuroblastoma,0.436162,0.769883
MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,0.452456,0.801629
CML-T1,LCML,blood,chronic_myeloid_leukaemia,0.462984,0.806299
SAT,HNSC,aero_digestive_tract,head_and_neck,0.468649,0.767756
P31-FUJ,LAML,blood,acute_myeloid_leukaemia,0.469131,0.794159
PANC-02-03,PAAD,pancreas,pancreas,0.475444,0.747186
HuCCT1,UNCLASSIFIED,digestive_system,biliary_tract,0.481418,0.764913
NCI-H508,COREAD,digestive_system,large_intestine,0.482452,0.708408
A3-KAW,DLBC,blood,B_cell_lymphoma,0.486937,0.812689
TT2609-C02,THCA,thyroid,thyroid,0.490870,0.747269
Hs-766T,PAAD,pancreas,pancreas,0.494861,0.736290
SAS,HNSC,aero_digestive_tract,head_and_neck,0.496390,0.785802
HPAF-II,PAAD,pancreas,pancreas,0.497432,0.767247
OACp4C,ESCA,aero_digestive_tract,oesophagus,0.499408,0.787825
LB373-MEL-D,SKCM,skin,melanoma,0.499917,0.727245
QGP-1,UNCLASSIFIED,pancreas,pancreas,0.500862,0.760787
U031,KIRC,kidney,kidney,0.505896,0.723544
ES-2,UNCLASSIFIED,urogenital_system,ovary,0.512534,0.785874
SW1116,COREAD,digestive_system,large_intestine,0.517245,0.780722
NCI-H1915,UNCLASSIFIED,lung,lung_NSCLC_large_cell,0.520489,0.766169
KCL-22,LCML,blood,chronic_myeloid_leukaemia,0.529439,0.811664
SK-N-FI,NB,nervous_system,neuroblastoma,0.543632,0.792383
WM793B,SKCM,skin,melanoma,0.550359,0.791270
LCLC-97TM1,UNCLASSIFIED,lung,lung_NSCLC_large_cell,0.559662,0.804357
NCI-H3118,UNCLASSIFIED,aero_digestive_tract,head_and_neck,0.566992,0.788102
PL4,PAAD,pancreas,pancreas,0.572306,0.787162
MKN45,STAD,digestive_system,stomach,0.573185,0.778777
KARPAS-620,MM,blood,haematopoietic_neoplasm_other,0.576413,0.812731
CAL-27,HNSC,aero_digestive_tract,head_and_neck,0.583222,0.796134
NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,0.586597,0.786618
NCI-H358,LUAD,lung,lung_NSCLC_adenocarcinoma,0.594144,0.769908
ESO51,ESCA,aero_digestive_tract,oesophagus,0.596413,0.792433
RKO,COREAD,digestive_system,large_intestine,0.611884,0.813537
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,0.645268,0.787811
SK-MES-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,0.664081,0.802701
NCI-H2009,LUAD,lung,lung_NSCLC_adenocarcinoma,0.680765,0.804186
LU-99A,UNCLASSIFIED,lung,lung_NSCLC_large_cell,0.685170,0.770804
NCI-H716,COREAD,digestive_system,large_intestine,0.685264,0.798536
HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,0.692081,0.812684
A2780,UNCLASSIFIED,urogenital_system,ovary,0.726240,0.812302
WM-115,SKCM,skin,melanoma,0.727715,0.796287
SW954,UNCLASSIFIED,urogenital_system,urogenital_system_other,0.731627,0.774145
TYK-nu,UNCLASSIFIED,urogenital_system,ovary,0.736424,0.787831
NB5,NB,nervous_system,neuroblastoma,0.742720,0.752063
SW837,COREAD,digestive_system,large_intestine,0.747428,0.809540
COLO-678,COREAD,digestive_system,large_intestine,0.781861,0.753298
KP-2,PAAD,pancreas,pancreas,0.799476,0.807662
EPLC-272H,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,0.801043,0.817024
NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,0.801546,0.838389
PANC-03-27,PAAD,pancreas,pancreas,0.803326,0.818123
CCK-81,COREAD,digestive_system,large_intestine,0.803713,0.832927
RL95-2,UNCLASSIFIED,urogenital_system,endometrium,0.811966,0.828595
JHU-029,HNSC,aero_digestive_tract,head_and_neck,0.816339,0.774033
GCIY,STAD,digestive_system,stomach,0.824163,0.799167
WM1552C,SKCM,skin,melanoma,0.841769,0.821078
CAL-85-1,BRCA,breast,breast,0.849587,0.827439
EMC-BAC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,0.870958,0.771348
A427,UNCLASSIFIED,lung,lung_NSCLC_not_specified,0.877311,0.848671
THP-1,LAML,blood,acute_myeloid_leukaemia,0.910157,0.798544
KOSC-2,HNSC,aero_digestive_tract,head_and_neck,0.910753,0.797177
HO-1-N-1,HNSC,aero_digestive_tract,head_and_neck,0.910991,0.846547
NCI-H1734,LUAD,lung,lung_NSCLC_adenocarcinoma,0.921193,0.811481
ME-1,LAML,blood,acute_myeloid_leukaemia,0.927306,0.853448
MDA-MB-231,BRCA,breast,breast,0.933740,0.840005
MEL-JUSO,SKCM,skin,melanoma,0.947423,0.838751
TE-11,ESCA,aero_digestive_tract,oesophagus,0.949453,0.806207
NB10,NB,nervous_system,neuroblastoma,0.957665,0.850115
CAPAN-2,PAAD,pancreas,pancreas,0.962659,0.793348
SLVL,DLBC,blood,B_cell_lymphoma,0.965490,0.850450
KNS-62,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,0.971139,0.837282
NCI-H1648,LUAD,lung,lung_NSCLC_adenocarcinoma,0.975369,0.832431
DiFi,COREAD,digestive_system,large_intestine,1.002958,0.836999
DSH1,BLCA,urogenital_system,bladder,1.005387,0.832893
SW48,COREAD,digestive_system,large_intestine,1.023190,0.828619
A2058,SKCM,skin,melanoma,1.024074,0.861585
COR-L105,LUAD,lung,lung_NSCLC_adenocarcinoma,1.061766,0.809276
AMO-1,MM,blood,haematopoietic_neoplasm_other,1.064878,0.876186
MONO-MAC-6,LAML,blood,acute_myeloid_leukaemia,1.069026,0.868211
OVMIU,OV,urogenital_system,ovary,1.071246,0.802718
KYSE-520,ESCA,aero_digestive_tract,oesophagus,1.086386,0.804300
NUGC-4,STAD,digestive_system,stomach,1.090884,0.802235
HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,1.103472,0.869313
PE-CA-PJ15,HNSC,aero_digestive_tract,head_and_neck,1.105846,0.798524
RCC10RGB,KIRC,kidney,kidney,1.113936,0.791977
UACC-893,BRCA,breast,breast,1.128604,0.800383
SNU-175,COREAD,digestive_system,large_intestine,1.136590,0.855550
U-2-OS,UNCLASSIFIED,bone,osteosarcoma,1.146038,0.854515
OE21,ESCA,aero_digestive_tract,oesophagus,1.167164,0.841655
NCI-H1623,LUAD,lung,lung_NSCLC_adenocarcinoma,1.171196,0.843621
Mewo,SKCM,skin,melanoma,1.181433,0.838459
RERF-LC-Sq1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,1.181955,0.845426
KYSE-220,ESCA,aero_digestive_tract,oesophagus,1.182017,0.851194
SNU-61,COREAD,digestive_system,large_intestine,1.185823,0.847173
PANC-04-03,PAAD,pancreas,pancreas,1.199712,0.762070
Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,1.205688,0.873216
A431,UNCLASSIFIED,skin,skin_other,1.206096,0.801956
SUP-B15,ALL,blood,lymphoblastic_leukemia,1.207542,0.893918
HCC-15,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,1.213193,0.849765
Ca9-22,HNSC,aero_digestive_tract,head_and_neck,1.218940,0.858916
EC-GI-10,ESCA,aero_digestive_tract,oesophagus,1.252873,0.862079
TC-YIK,UNCLASSIFIED,urogenital_system,cervix,1.257885,0.873948
RVH-421,SKCM,skin,melanoma,1.292231,0.815185
DAN-G,PAAD,pancreas,pancreas,1.297699,0.858067
KALS-1,LGG,nervous_system,glioma,1.306477,0.843720
IGR-1,SKCM,skin,melanoma,1.313291,0.871973
SW1271,SCLC,lung,lung_small_cell_carcinoma,1.325157,0.802902
MOLM-16,LAML,blood,acute_myeloid_leukaemia,1.348289,0.857273
RT-112,BLCA,urogenital_system,bladder,1.353151,0.865500
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,1.358707,0.794232
HSC-39,STAD,digestive_system,stomach,1.365018,0.904930
CAPAN-1,PAAD,pancreas,pancreas,1.366589,0.849356
OV-7,OV,urogenital_system,ovary,1.395632,0.823489
C3A,LIHC,digestive_system,liver,1.405811,0.824125
TGBC11TKB,STAD,digestive_system,stomach,1.438332,0.862687
SIMA,NB,nervous_system,neuroblastoma,1.452345,0.872922
SCC-9,HNSC,aero_digestive_tract,head_and_neck,1.474474,0.861479
HuP-T3,PAAD,pancreas,pancreas,1.483365,0.829299
KON,HNSC,aero_digestive_tract,head_and_neck,1.507009,0.848737
CAL-33,HNSC,aero_digestive_tract,head_and_neck,1.513585,0.875068
Hs-746T,STAD,digestive_system,stomach,1.522779,0.842281
HSC-3,HNSC,aero_digestive_tract,head_and_neck,1.523333,0.877923
HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,1.557999,0.893167
NCI-H1869,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,1.558972,0.934838
RPMI-7951,SKCM,skin,melanoma,1.559661,0.884269
SNU-C5,COREAD,digestive_system,large_intestine,1.567787,0.854242
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,1.568645,0.845910
Detroit562,HNSC,aero_digestive_tract,head_and_neck,1.586584,0.880453
HPAC,PAAD,pancreas,pancreas,1.590366,0.825887
JHH-4,LIHC,digestive_system,liver,1.604955,0.854974
IST-MEL1,SKCM,skin,melanoma,1.627147,0.853313
COLO-668,SCLC,lung,lung_small_cell_carcinoma,1.634661,0.878559
G-401,UNCLASSIFIED,kidney,kidney,1.646591,0.859196
AsPC-1,PAAD,pancreas,pancreas,1.648119,0.787303
LS-123,COREAD,digestive_system,large_intestine,1.649954,0.818004
EMC-BAC-2,LUAD,lung,lung_NSCLC_adenocarcinoma,1.658671,0.857956
C2BBe1,COREAD,digestive_system,large_intestine,1.669638,0.831381
CAL-12T,UNCLASSIFIED,lung,lung_NSCLC_not_specified,1.696955,0.836720
SU-DHL-1,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,1.705571,0.861097
8505C,THCA,thyroid,thyroid,1.720095,0.857078
JHH-2,LIHC,digestive_system,liver,1.740362,0.865175
PA-TU-8988T,PAAD,pancreas,pancreas,1.759515,0.880558
TE-15,ESCA,aero_digestive_tract,oesophagus,1.765751,0.872412
CAL-62,THCA,thyroid,thyroid,1.773259,0.880337
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,1.808834,0.865906
RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,1.810909,0.887565
OCI-LY-19,DLBC,blood,B_cell_lymphoma,1.815234,0.886745
GDM-1,LAML,blood,acute_myeloid_leukaemia,1.821616,0.891520
D-245MG,GBM,nervous_system,glioma,1.826007,0.814230
CHSA0011,UNCLASSIFIED,bone,chondrosarcoma,1.832988,0.811826
HCC1143,BRCA,breast,breast,1.850385,0.866690
PCI-4B,HNSC,aero_digestive_tract,head_and_neck,1.888974,0.886469
RERF-GC-1B,STAD,digestive_system,stomach,1.891263,0.882717
P12-ICHIKAWA,ALL,blood,lymphoblastic_T_cell_leukaemia,1.915878,0.919805
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,1.955612,0.878931
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,1.958346,0.847173
KGN,UNCLASSIFIED,urogenital_system,ovary,1.962228,0.876122
NCI-H1944,LUAD,lung,lung_NSCLC_adenocarcinoma,1.992591,0.861963
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,1.998187,0.846588
JHH-1,LIHC,digestive_system,liver,2.003960,0.875021
BONNA-12,-,blood,hairy_cell_leukaemia,2.004012,0.873270
OVCA433,OV,urogenital_system,ovary,2.006065,0.825765
HT-1080,UNCLASSIFIED,soft_tissue,fibrosarcoma,2.022971,0.870729
TE-4,ESCA,aero_digestive_tract,oesophagus,2.036498,0.905956
MHH-CALL-4,-,blood,B_cell_leukemia,2.051654,0.872816
SUIT-2,PAAD,pancreas,pancreas,2.060680,0.857900
HOP-92,UNCLASSIFIED,lung,lung_NSCLC_large_cell,2.060748,0.869676
ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,2.088231,0.914664
HCC1806,UNCLASSIFIED,breast,breast,2.098597,0.910507
MZ1-PC,PAAD,pancreas,pancreas,2.114795,0.800264
CAL-29,BLCA,urogenital_system,bladder,2.141023,0.898711
SCC-4,HNSC,aero_digestive_tract,head_and_neck,2.170010,0.883535
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,2.189830,0.890122
ECC10,UNCLASSIFIED,digestive_system,stomach,2.205900,0.914328
BxPC-3,PAAD,pancreas,pancreas,2.211338,0.878478
NCI-H2373,MESO,lung,mesothelioma,2.229944,0.862029
CAL-54,KIRC,kidney,kidney,2.234922,0.868567
SJSA-1,UNCLASSIFIED,bone,bone_other,2.244531,0.880523
PC-14,LUAD,lung,lung_NSCLC_adenocarcinoma,2.249117,0.886568
ASH-3,THCA,thyroid,thyroid,2.265954,0.898272
SU8686,PAAD,pancreas,pancreas,2.280820,0.862176
TE-8,ESCA,aero_digestive_tract,oesophagus,2.297011,0.875532
MSTO-211H,MESO,lung,mesothelioma,2.350933,0.894286
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,2.357010,0.836580
SNU-1,STAD,digestive_system,stomach,2.368144,0.909967
HDQ-P1,BRCA,breast,breast,2.392061,0.888565
FADU,HNSC,aero_digestive_tract,head_and_neck,2.395515,0.904253
NCI-H2110,UNCLASSIFIED,lung,lung_NSCLC_not_specified,2.411136,0.880428
SW13,ACC,kidney,adrenal_gland,2.429157,0.910232
MOG-G-UVW,LGG,nervous_system,glioma,2.434822,0.909890
697,UNCLASSIFIED,blood,lymphoblastic_leukemia,2.437783,0.939978
NUGC-3,STAD,digestive_system,stomach,2.442721,0.883507
8305C,THCA,thyroid,thyroid,2.444830,0.864423
GCT,UNCLASSIFIED,soft_tissue,soft_tissue_other,2.445789,0.887075
NCI-H838,LUAD,lung,lung_NSCLC_adenocarcinoma,2.449554,0.870164
GI-ME-N,NB,nervous_system,neuroblastoma,2.450239,0.870750
K-562,LCML,blood,chronic_myeloid_leukaemia,2.474492,0.911800
FU-OV-1,OV,urogenital_system,ovary,2.477490,0.866868
NCI-H1581,UNCLASSIFIED,lung,lung_NSCLC_large_cell,2.528996,0.912427
U-87-MG,GBM,nervous_system,glioma,2.546797,0.889207
TE-1,ESCA,aero_digestive_tract,oesophagus,2.576730,0.881246
CHP-134,NB,nervous_system,neuroblastoma,2.590074,0.981886
JHOS-4,OV,urogenital_system,ovary,2.600285,0.868562
NCC021,KIRC,kidney,kidney,2.618420,0.847690
DK-MG,GBM,nervous_system,glioma,2.643349,0.877076
ACHN,KIRC,kidney,kidney,2.700620,0.876884
Farage,DLBC,blood,B_cell_lymphoma,2.707593,0.943271
SF539,LGG,nervous_system,glioma,2.720514,0.920785
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,2.726630,0.851378
EKVX,LUAD,lung,lung_NSCLC_adenocarcinoma,2.737740,0.855183
T84,COREAD,digestive_system,large_intestine,2.741488,0.903717
PANC-10-05,PAAD,pancreas,pancreas,2.751297,0.824905
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,2.807717,0.891136
SK-MEL-3,SKCM,skin,melanoma,2.820791,0.874861
SW780,BLCA,urogenital_system,bladder,2.824613,0.894943
CW-2,COREAD,digestive_system,large_intestine,2.841670,0.915579
SNU-C2B,COREAD,digestive_system,large_intestine,2.842719,0.860383
C-4-I,CESC,urogenital_system,cervix,2.843574,0.922382
NB14,NB,nervous_system,neuroblastoma,2.868167,0.934641
JVM-2,CLL,blood,lymphoid_neoplasm_other,2.893045,0.907049
CESS,LAML,blood,acute_myeloid_leukaemia,2.942435,0.932464
RD,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,2.954383,0.899023
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,2.959945,0.923250
KS-1,GBM,nervous_system,glioma,2.960985,0.895204
B-CPAP,THCA,thyroid,thyroid,2.963000,0.896793
BICR78,HNSC,aero_digestive_tract,head_and_neck,2.971464,0.887773
KP-N-YN,NB,nervous_system,neuroblastoma,3.016228,0.886716
RXF393,KIRC,kidney,kidney,3.033156,0.901039
769-P,KIRC,kidney,kidney,3.082093,0.903636
HCT-15,COREAD,digestive_system,large_intestine,3.083090,0.913525
MDA-MB-175-VII,BRCA,breast,breast,3.101326,0.848211
KYSE-150,ESCA,aero_digestive_tract,oesophagus,3.114463,0.908409
WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,3.126155,0.938791
NCI-H1568,LUAD,lung,lung_NSCLC_adenocarcinoma,3.168894,0.877673
SW756,CESC,urogenital_system,cervix,3.172584,0.881532
C-33-A,CESC,urogenital_system,cervix,3.195989,0.914913
KG-1,LAML,blood,acute_myeloid_leukaemia,3.200948,0.937693
DoTc2-4510,CESC,urogenital_system,cervix,3.220274,0.902926
NCI-H2461,MESO,lung,mesothelioma,3.222568,0.865002
OPM-2,MM,blood,myeloma,3.251911,0.949457
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,3.284158,0.913366
DJM-1,UNCLASSIFIED,skin,skin_other,3.303756,0.895909
JHH-6,LIHC,digestive_system,liver,3.314552,0.880929
NCI-N87,STAD,digestive_system,stomach,3.317225,0.872609
BICR10,HNSC,aero_digestive_tract,head_and_neck,3.328409,0.960640
HuH-7,LIHC,digestive_system,liver,3.367668,0.902976
RKN,UNCLASSIFIED,urogenital_system,ovary,3.387059,0.891561
BT-20,BRCA,breast,breast,3.388495,0.936873
