"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
LU-134-A,SCLC,lung,lung_small_cell_carcinoma,5.164888,0.921802
KE-37,ALL,blood,lymphoblastic_leukemia,5.183563,0.982751
MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,5.384008,0.954436
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,5.524195,0.930582
NB14,NB,nervous_system,neuroblastoma,5.579439,0.957121
NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,5.715567,0.971725
697,UNCLASSIFIED,blood,lymphoblastic_leukemia,5.727055,0.972043
NB10,NB,nervous_system,neuroblastoma,5.727546,0.940402
CTV-1,LAML,blood,acute_myeloid_leukaemia,5.773436,0.974703
SF539,LGG,nervous_system,glioma,5.809515,0.964612
BC-1,DLBC,blood,B_cell_lymphoma,5.852356,0.970777
NK-92MI,UNCLASSIFIED,blood,lymphoid_neoplasm_other,5.861610,0.963037
MC116,DLBC,blood,B_cell_lymphoma,6.083619,0.997181
SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,6.094410,0.944734
HT-144,SKCM,skin,melanoma,6.101129,0.928451
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,6.185902,0.946050
TE-15,ESCA,aero_digestive_tract,oesophagus,6.233077,0.931380
KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,6.475351,0.986046
SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,6.624169,0.962927
A3-KAW,DLBC,blood,B_cell_lymphoma,6.733174,0.983151
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,6.764469,0.952628
OCI-AML2,LAML,blood,acute_myeloid_leukaemia,6.824703,0.988805
Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,6.891163,0.970576
EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,6.904745,0.962027
TE-11,ESCA,aero_digestive_tract,oesophagus,6.913234,0.961863
SUP-B15,ALL,blood,lymphoblastic_leukemia,6.944657,0.956604
KS-1,GBM,nervous_system,glioma,7.054341,0.922468
A101D,SKCM,skin,melanoma,7.143331,0.924801
GDM-1,LAML,blood,acute_myeloid_leukaemia,7.380548,0.944522
REH,UNCLASSIFIED,blood,B_cell_leukemia,7.449791,0.964815
SIG-M5,LAML,blood,acute_myeloid_leukaemia,7.467803,0.993327
SU-DHL-16,DLBC,blood,B_cell_lymphoma,7.561635,0.995024
VAL,DLBC,blood,B_cell_lymphoma,7.666848,0.946282
KP-N-YN,NB,nervous_system,neuroblastoma,7.731077,0.931049
RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,7.737514,0.981569
HCC1187,BRCA,breast,breast,7.862000,0.970105
U-698-M,UNCLASSIFIED,blood,B_cell_leukemia,7.943328,0.948330
MY-M12,ALL,blood,leukemia,7.969531,0.953488
HCE-4,ESCA,aero_digestive_tract,oesophagus,8.001768,0.971094
SU-DHL-6,DLBC,blood,B_cell_lymphoma,8.119092,0.994320
NCI-H187,SCLC,lung,lung_small_cell_carcinoma,8.250476,0.951809
SU-DHL-1,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,8.471132,0.989256
HAL-01,ALL,blood,lymphoblastic_leukemia,8.489556,0.956421
NCI-H128,SCLC,lung,lung_small_cell_carcinoma,8.606364,0.910775
SCC-3,DLBC,blood,B_cell_lymphoma,8.646429,0.992551
NCI-H524,SCLC,lung,lung_small_cell_carcinoma,8.736167,0.970748
NKM-1,LAML,blood,acute_myeloid_leukaemia,8.978082,0.948841
LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,9.284567,0.963409
MOLT-4,ALL,blood,lymphoblastic_leukemia,9.337224,0.984288
COLO-800,SKCM,skin,melanoma,9.338574,0.969800
H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,9.567145,0.972926
MONO-MAC-6,LAML,blood,acute_myeloid_leukaemia,9.572060,0.952450
NB13,NB,nervous_system,neuroblastoma,9.651250,0.976911
SIMA,NB,nervous_system,neuroblastoma,9.752013,0.958331
LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,9.758861,0.989288
DU-4475,BRCA,breast,breast,9.814949,0.981401
OCI-M1,LAML,blood,acute_myeloid_leukaemia,9.911390,0.994310
DND-41,ALL,blood,T_cell_leukemia,9.973428,0.981558
MOLM-13,LAML,blood,acute_myeloid_leukaemia,10.101646,0.963262
U-87-MG,GBM,nervous_system,glioma,10.155958,0.945240
RL,DLBC,blood,B_cell_lymphoma,10.211791,0.971851
RL95-2,UNCLASSIFIED,urogenital_system,endometrium,10.264960,0.967599
EW-18,UNCLASSIFIED,bone,ewings_sarcoma,10.558248,0.960371
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,10.600256,0.954924
KOPN-8,UNCLASSIFIED,blood,B_cell_leukemia,10.630248,0.985857
NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,10.758664,0.974726
JM1,DLBC,blood,B_cell_lymphoma,10.804977,0.987154
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,10.869560,0.962691
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,10.930850,0.977948
LB1047-RCC,KIRC,kidney,kidney,10.937892,0.957789
EW-3,UNCLASSIFIED,bone,ewings_sarcoma,11.054261,0.954397
NOMO-1,LAML,blood,acute_myeloid_leukaemia,11.133545,0.953269
MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,11.220835,0.990339
MOLP-8,MM,blood,myeloma,11.307240,0.979973
NB4,LAML,blood,acute_myeloid_leukaemia,11.398870,0.990773
GB-1,GBM,nervous_system,glioma,11.465442,0.959961
NCCIT,-,urogenital_system,testis,11.540226,0.981313
KARPAS-620,MM,blood,haematopoietic_neoplasm_other,11.731108,0.985215
KU812,LCML,blood,chronic_myeloid_leukaemia,11.732370,0.976481
P30-OHK,ALL,blood,lymphoblastic_leukemia,11.850643,0.989653
YT,ALL,blood,lymphoid_neoplasm_other,11.864467,0.983647
KMS-12-BM,MM,blood,myeloma,11.906305,0.990760
KNS-81-FD,LGG,nervous_system,glioma,11.970462,0.932066
SU-DHL-8,DLBC,blood,B_cell_lymphoma,11.980004,0.981409
ES7,UNCLASSIFIED,bone,ewings_sarcoma,12.064520,0.967464
NU-DUL-1,DLBC,blood,B_cell_lymphoma,12.143017,0.991360
SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,12.182996,0.990956
SNU-16,STAD,digestive_system,stomach,12.188684,0.967544
SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,12.234493,0.983096
CGTH-W-1,THCA,thyroid,thyroid,12.299965,0.974279
TE-10,ESCA,aero_digestive_tract,oesophagus,12.305918,0.968979
KCL-22,LCML,blood,chronic_myeloid_leukaemia,12.326517,0.989069
WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,12.360194,0.991463
LB2518-MEL,SKCM,skin,melanoma,12.660523,0.971237
ES8,UNCLASSIFIED,bone,ewings_sarcoma,12.748139,0.978675
HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,12.761981,0.991077
BE2-M17,NB,nervous_system,neuroblastoma,12.879390,0.969710
UACC-812,BRCA,breast,breast,12.882811,0.966826
DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,12.887391,0.991205
RH-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,12.912755,0.990867
LP-1,MM,blood,myeloma,12.924639,0.990655
CCRF-CEM,ALL,blood,lymphoblastic_leukemia,13.265108,0.980251
NCI-H847,SCLC,lung,lung_small_cell_carcinoma,13.382421,0.991364
CESS,LAML,blood,acute_myeloid_leukaemia,13.407740,0.986919
JJN-3,MM,blood,haematopoietic_neoplasm_other,13.460017,0.990495
C2BBe1,COREAD,digestive_system,large_intestine,13.475973,0.960620
KP-N-YS,NB,nervous_system,neuroblastoma,13.554517,0.967868
TC-71,UNCLASSIFIED,bone,ewings_sarcoma,13.636361,0.983770
HEL,LAML,blood,acute_myeloid_leukaemia,13.640194,0.991199
COLO-824,BRCA,breast,breast,13.790252,0.970166
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,13.902522,0.975765
A704,KIRC,kidney,kidney,14.020438,0.981650
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,14.058129,0.979949
SNU-1,STAD,digestive_system,stomach,14.220123,0.956885
BC-3,DLBC,blood,B_cell_lymphoma,14.406619,0.990079
HSC-39,STAD,digestive_system,stomach,14.442057,0.991027
Farage,DLBC,blood,B_cell_lymphoma,14.508252,0.991534
OPM-2,MM,blood,myeloma,14.582987,0.992326
NB7,NB,nervous_system,neuroblastoma,14.625541,0.973675
ES4,UNCLASSIFIED,bone,ewings_sarcoma,14.719155,0.965493
ES5,UNCLASSIFIED,bone,ewings_sarcoma,14.809011,0.961598
AMO-1,MM,blood,haematopoietic_neoplasm_other,14.815491,0.990664
OCUB-M,BRCA,breast,breast,14.908249,0.988609
LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,14.911824,0.966624
PF-382,ALL,blood,lymphoblastic_T_cell_leukaemia,15.032202,0.985422
NB(TU)1-10,NB,nervous_system,neuroblastoma,15.043226,0.983833
CRO-AP2,DLBC,blood,B_cell_lymphoma,15.054601,0.987385
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,15.068312,0.952871
L-363,MM,blood,myeloma,15.084042,0.989081
IM-9,MM,blood,myeloma,15.087459,0.991736
NCI-H211,SCLC,lung,lung_small_cell_carcinoma,15.093884,0.978275
IST-MEL1,SKCM,skin,melanoma,15.108841,0.962553
BB30-HNC,HNSC,aero_digestive_tract,head_and_neck,15.241175,0.977903
RPMI-8226,MM,blood,myeloma,15.259168,0.983701
P31-FUJ,LAML,blood,acute_myeloid_leukaemia,15.274099,0.995971
EJM,MM,blood,lymphoid_neoplasm_other,15.679125,0.989471
L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,15.907904,0.989541
NCI-H1581,UNCLASSIFIED,lung,lung_NSCLC_large_cell,15.940950,0.984981
EW-11,UNCLASSIFIED,bone,ewings_sarcoma,16.037027,0.954497
OCI-LY-19,DLBC,blood,B_cell_lymphoma,16.144221,0.987615
NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,16.219199,0.966449
BV-173,LCML,blood,chronic_myeloid_leukaemia,16.256157,0.982044
ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,16.332423,0.984854
GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,16.421811,0.981394
JiyoyeP-2003,UNCLASSIFIED,blood,Burkitt_lymphoma,16.427759,0.990167
CW-2,COREAD,digestive_system,large_intestine,16.533046,0.961571
NB17,NB,nervous_system,neuroblastoma,16.591644,0.963938
TGW,NB,nervous_system,neuroblastoma,16.674285,0.990823
SKM-1,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,16.790795,0.968853
NB69,NB,nervous_system,neuroblastoma,16.836681,0.987904
COLO-320-HSR,COREAD,digestive_system,large_intestine,16.846446,0.985097
ML-2,LAML,blood,acute_myeloid_leukaemia,17.026172,0.987156
ATN-1,ALL,blood,lymphoblastic_T_cell_leukaemia,17.208599,0.982323
NCI-H2196,SCLC,lung,lung_small_cell_carcinoma,17.221031,0.974957
MHH-PREB-1,UNCLASSIFIED,blood,B_cell_leukemia,17.222169,0.987801
EVSA-T,BRCA,breast,breast,17.331967,0.987531
KM-H2,UNCLASSIFIED,blood,Hodgkin_lymphoma,17.347985,0.992344
KG-1,LAML,blood,acute_myeloid_leukaemia,17.415277,0.985275
L-540,UNCLASSIFIED,blood,Hodgkin_lymphoma,17.431059,0.984682
NCI-H748,SCLC,lung,lung_small_cell_carcinoma,17.536659,0.961913
Daudi,UNCLASSIFIED,blood,Burkitt_lymphoma,17.920163,0.988451
KELLY,NB,nervous_system,neuroblastoma,17.936651,0.987212
VCaP,PRAD,urogenital_system,prostate,17.951446,0.980755
D-283MED,MB,nervous_system,medulloblastoma,17.984335,0.987979
OCI-AML3,LAML,blood,acute_myeloid_leukaemia,18.052990,0.988422
KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,18.072756,0.989430
LS-411N,COREAD,digestive_system,large_intestine,18.159576,0.965653
WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,18.191362,0.988401
8-MG-BA,GBM,nervous_system,glioma,18.306367,0.987280
Hs-445,UNCLASSIFIED,blood,Hodgkin_lymphoma,18.454846,0.987905
NCI-H1963,SCLC,lung,lung_small_cell_carcinoma,18.514896,0.990377
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,19.141839,0.990074
JSC-1,DLBC,blood,B_cell_lymphoma,19.237530,0.982395
RKO,COREAD,digestive_system,large_intestine,19.278576,0.987492
TUR,DLBC,blood,B_cell_lymphoma,19.335549,0.987302
CAL-148,BRCA,breast,breast,19.400852,0.988440
SHP-77,SCLC,lung,lung_small_cell_carcinoma,19.427585,0.991185
MN-60,UNCLASSIFIED,blood,B_cell_leukemia,19.440210,0.971918
TE-12,ESCA,aero_digestive_tract,oesophagus,19.474431,0.957167
DMS-114,SCLC,lung,lung_small_cell_carcinoma,19.520273,0.973972
NCI-H526,SCLC,lung,lung_small_cell_carcinoma,19.538511,0.980822
LOXIMVI,SKCM,skin,melanoma,19.541959,0.982880
A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,19.733806,0.980057
NB6,NB,nervous_system,neuroblastoma,19.832283,0.966586
HCC1500,BRCA,breast,breast,20.075256,0.979602
EC-GI-10,ESCA,aero_digestive_tract,oesophagus,20.081772,0.982183
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,20.431843,0.986426
NCI-H716,COREAD,digestive_system,large_intestine,20.551066,0.971255
AM-38,GBM,nervous_system,glioma,20.593098,0.982372
ME-1,LAML,blood,acute_myeloid_leukaemia,20.594153,0.980735
NCI-H510A,SCLC,lung,lung_small_cell_carcinoma,20.627941,0.980225
CA46,UNCLASSIFIED,blood,Burkitt_lymphoma,20.670506,0.978906
MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,20.676597,0.983939
RPMI-8866,LCML,blood,chronic_myeloid_leukaemia,20.853384,0.987417
K5,THCA,thyroid,thyroid,20.886896,0.986159
MSTO-211H,MESO,lung,mesothelioma,20.894957,0.989908
WSU-DLCL2,DLBC,blood,B_cell_lymphoma,20.992987,0.992369
MS-1,SCLC,lung,lung_small_cell_carcinoma,21.015841,0.989323
HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,21.095460,0.986058
TGBC24TKB,UNCLASSIFIED,digestive_system,biliary_tract,21.115064,0.983380
A4-Fuk,DLBC,blood,B_cell_lymphoma,21.224227,0.983571
MPP-89,MESO,lung,mesothelioma,21.264421,0.965418
L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,21.300706,0.991234
TE-1,ESCA,aero_digestive_tract,oesophagus,21.429883,0.968986
NB1,NB,nervous_system,neuroblastoma,21.456515,0.979305
DSH1,BLCA,urogenital_system,bladder,21.590113,0.988054
JURL-MK1,LCML,blood,chronic_myeloid_leukaemia,21.617581,0.980723
ARH-77,MM,blood,myeloma,21.684175,0.987930
NCI-H1650,LUAD,lung,lung_NSCLC_adenocarcinoma,21.948662,0.973562
H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,22.019760,0.966970
SK-MEL-2,SKCM,skin,melanoma,22.029657,0.980721
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,22.060021,0.982864
JAR,UNCLASSIFIED,urogenital_system,urogenital_system_other,22.119944,0.987686
GAK,SKCM,skin,melanoma,22.120965,0.989107
BALL-1,UNCLASSIFIED,blood,B_cell_leukemia,22.219916,0.983857
MMAc-SF,SKCM,skin,melanoma,22.249155,0.978824
GRANTA-519,DLBC,blood,B_cell_lymphoma,22.457007,0.989450
HT,DLBC,blood,B_cell_lymphoma,22.464881,0.988084
LB831-BLC,BLCA,urogenital_system,bladder,22.591907,0.984610
HCC-33,SCLC,lung,lung_small_cell_carcinoma,22.629433,0.986890
THP-1,LAML,blood,acute_myeloid_leukaemia,22.665025,0.992110
Raji,UNCLASSIFIED,blood,Burkitt_lymphoma,22.726547,0.988645
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,22.750464,0.984045
U-266,MM,blood,myeloma,22.776321,0.988791
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,22.792488,0.987049
CHP-126,NB,nervous_system,neuroblastoma,22.873069,0.980580
HCC1599,BRCA,breast,breast,22.909744,0.984026
KASUMI-1,LAML,blood,acute_myeloid_leukaemia,22.924235,0.981970
COLO-829,SKCM,skin,melanoma,23.123321,0.959640
GOTO,NB,nervous_system,neuroblastoma,23.167498,0.973723
EW-1,UNCLASSIFIED,bone,ewings_sarcoma,23.493063,0.985154
SCC-15,HNSC,aero_digestive_tract,head_and_neck,23.770834,0.969541
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,24.100802,0.986602
KLE,UCEC,urogenital_system,endometrium,24.294854,0.953682
COLO-668,SCLC,lung,lung_small_cell_carcinoma,24.475476,0.983783
IST-SL1,SCLC,lung,lung_small_cell_carcinoma,25.067924,0.983629
LAMA-84,LCML,blood,chronic_myeloid_leukaemia,25.504471,0.984991
MDST8,COREAD,digestive_system,large_intestine,25.716946,0.986579
BB65-RCC,KIRC,kidney,kidney,25.767471,0.973303
D-336MG,LGG,nervous_system,glioma,25.911876,0.977523
QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,25.952354,0.986488
LC4-1,ALL,blood,lymphoblastic_leukemia,26.007349,0.978109
KMOE-2,LAML,blood,acute_myeloid_leukaemia,26.036733,0.990016
KY821,LAML,blood,leukemia,26.142353,0.989633
DJM-1,UNCLASSIFIED,skin,skin_other,26.184053,0.987461
SF126,GBM,nervous_system,glioma,26.284620,0.984337
EW-13,UNCLASSIFIED,bone,ewings_sarcoma,26.325017,0.977285
COR-L88,SCLC,lung,lung_small_cell_carcinoma,26.389885,0.964987
SK-N-FI,NB,nervous_system,neuroblastoma,26.445255,0.986050
SW954,UNCLASSIFIED,urogenital_system,urogenital_system_other,26.483589,0.989189
KP-N-RT-BM-1,NB,nervous_system,neuroblastoma,26.663231,0.970155
NCI-H446,SCLC,lung,lung_small_cell_carcinoma,26.722600,0.985616
SLVL,DLBC,blood,B_cell_lymphoma,26.933999,0.985005
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,26.985194,0.987924
RCC10RGB,KIRC,kidney,kidney,27.370595,0.935861
NCI-H1648,LUAD,lung,lung_NSCLC_adenocarcinoma,27.484736,0.975112
COR-L95,SCLC,lung,lung_small_cell_carcinoma,27.895028,0.981550
ONS-76,MB,nervous_system,medulloblastoma,27.902809,0.983787
D-502MG,LGG,nervous_system,glioma,27.936561,0.956787
LS-513,COREAD,digestive_system,large_intestine,28.089684,0.982067
K-562,LCML,blood,chronic_myeloid_leukaemia,28.104796,0.985372
DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,28.178483,0.985549
MZ1-PC,PAAD,pancreas,pancreas,28.210492,0.978371
CPC-N,SCLC,lung,lung_small_cell_carcinoma,28.225152,0.982179
SF268,GBM,nervous_system,glioma,28.313344,0.983637
MZ7-mel,SKCM,skin,melanoma,28.350265,0.984740
HL-60,LAML,blood,acute_myeloid_leukaemia,28.364945,0.990765
CP67-MEL,SKCM,skin,melanoma,28.866120,0.947258
LB996-RCC,KIRC,kidney,kidney,28.903725,0.981389
HA7-RCC,KIRC,kidney,kidney,29.140120,0.980486
NCI-H1869,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,29.169437,0.979301
SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,29.722439,0.984651
EM-2,LCML,blood,chronic_myeloid_leukaemia,29.866613,0.978677
HCC2157,BRCA,breast,breast,29.993920,0.985775
KGN,UNCLASSIFIED,urogenital_system,ovary,30.052961,0.979972
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,30.164683,0.989427
TE-5,ESCA,aero_digestive_tract,oesophagus,30.169111,0.983761
NB5,NB,nervous_system,neuroblastoma,30.174799,0.989767
IST-MES1,MESO,lung,mesothelioma,30.269956,0.985278
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,30.417085,0.992567
NH-12,NB,nervous_system,neuroblastoma,30.590505,0.982999
GI-ME-N,NB,nervous_system,neuroblastoma,30.632236,0.973302
TE-9,ESCA,aero_digestive_tract,oesophagus,30.668449,0.985349
GCIY,STAD,digestive_system,stomach,30.765404,0.982624
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,30.767108,0.977450
LS-123,COREAD,digestive_system,large_intestine,30.805517,0.964604
PL-21,LAML,blood,acute_myeloid_leukaemia,30.921757,0.975193
NCI-H2081,SCLC,lung,lung_small_cell_carcinoma,30.975843,0.985907
KALS-1,LGG,nervous_system,glioma,31.102689,0.962970
MEG-01,LCML,blood,chronic_myeloid_leukaemia,31.337263,0.986979
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,31.349982,0.989029
MZ2-MEL,SKCM,skin,melanoma,31.359355,0.980515
NCI-H82,SCLC,lung,lung_small_cell_carcinoma,31.367758,0.982101
OMC-1,CESC,urogenital_system,cervix,31.522654,0.986445
COLO-684,UCEC,urogenital_system,endometrium,31.681489,0.981351
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,31.704170,0.976044
no-10,LGG,nervous_system,glioma,31.798563,0.979146
KNS-42,LGG,nervous_system,glioma,31.870744,0.981390
A388,UNCLASSIFIED,skin,skin_other,32.121648,0.978893
LB373-MEL-D,SKCM,skin,melanoma,32.387055,0.986177
TE-8,ESCA,aero_digestive_tract,oesophagus,32.555641,0.982490
EB-3,UNCLASSIFIED,blood,Burkitt_lymphoma,32.681621,0.982037
LAN-6,NB,nervous_system,neuroblastoma,32.737914,0.981614
HH,UNCLASSIFIED,blood,T_cell_leukemia,32.931561,0.970972
Calu-6,LUAD,lung,lung_NSCLC_adenocarcinoma,33.583494,0.982727
UACC-257,SKCM,skin,melanoma,33.777482,0.981870
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,33.962046,0.980337
MHH-NB-11,NB,nervous_system,neuroblastoma,33.977138,0.982314
GR-ST,ALL,blood,lymphoblastic_leukemia,34.034085,0.971844
KARPAS-422,DLBC,blood,B_cell_lymphoma,34.333126,0.983069
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,34.427927,0.980372
DB,DLBC,blood,B_cell_lymphoma,34.435956,0.975224
BT-474,BRCA,breast,breast,34.457068,0.980843
NCI-H1436,SCLC,lung,lung_small_cell_carcinoma,34.729773,0.980845
LU-165,SCLC,lung,lung_small_cell_carcinoma,34.882484,0.979111
CP66-MEL,SKCM,skin,melanoma,35.053075,0.985396
D-247MG,GBM,nervous_system,glioma,35.198243,0.975653
TK10,KIRC,kidney,kidney,35.201071,0.980590
NCI-H1304,SCLC,lung,lung_small_cell_carcinoma,35.208956,0.986216
D-263MG,GBM,nervous_system,glioma,35.402301,0.983120
LS-1034,COREAD,digestive_system,large_intestine,35.439111,0.984466
SBC-1,SCLC,lung,lung_small_cell_carcinoma,35.684231,0.983603
HDLM-2,UNCLASSIFIED,blood,Hodgkin_lymphoma,35.980675,0.989337
NMC-G1,LGG,nervous_system,glioma,36.011393,0.978420
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,36.150874,0.971281
LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,36.392892,0.982053
NCI-H209,SCLC,lung,lung_small_cell_carcinoma,36.548327,0.982764
Mo-T,UNCLASSIFIED,blood,hairy_cell_leukaemia,36.877787,0.983065
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,37.157202,0.983624
LU-139,SCLC,lung,lung_small_cell_carcinoma,37.308232,0.978834
TE-6,ESCA,aero_digestive_tract,oesophagus,37.892527,0.980559
SH-4,SKCM,skin,melanoma,38.383766,0.970417
SJSA-1,UNCLASSIFIED,bone,bone_other,38.400541,0.981463
SK-N-DZ,NB,nervous_system,neuroblastoma,39.049989,0.983288
NCI-H747,COREAD,digestive_system,large_intestine,39.807419,0.978604
SNB75,GBM,nervous_system,glioma,39.846417,0.973648
RF-48,STAD,digestive_system,stomach,40.418967,0.981877
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,40.570813,0.983279
JVM-3,CLL,blood,lymphoid_neoplasm_other,40.581397,0.987236
DMS-79,SCLC,lung,lung_small_cell_carcinoma,40.667974,0.981453
EHEB,CLL,blood,lymphoid_neoplasm_other,41.086967,0.972442
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,41.373914,0.983861
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,42.973853,0.983087
